condition,model,scene_label,truth,run,local_ms,local_risk,yolo_ms,clip_label,clip_conf,clip_risk,clip_correct,yolo_meta,risk_correct,detected_risk,quality_score,reply,latency_ms,input_tokens,output_tokens,cost_usd,error
no_clip,claude,cluttered,caution,2,31.59,safe,157.8,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows an indoor industrial or warehouse-like environment at low altitude, with large white surfaces/panels nearby, cardboard boxes, and what appears to be conveyor or equipment structures in the foreground at close range — the scene is cluttered with objects at and below the ~1m flight level.
Sensor note: YOLO detected only a wall at 4.03m with low confidence (0.23); however, the image clearly shows closer objects — a dark conveyor-like structure and boxes — within ~1-2m that were not detected, indicating significant YOLO under-detection.
Proximity: Closest objects (dark angled structure and boxes) appear visually approximately 0.5–1.5m ahead and below the camera, posing a direct obstruction risk at ~1m altitude.
Risk: hazard
Pilot suggested action: HOVER",7165.8,956,192,0.005748,
no_clip,gpt4o,cluttered,caution,2,31.59,safe,157.8,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is no clear path visible for flight at ~1m altitude.
Sensor note: The YOLO detection of a wall at 4.03m is consistent with the image, but the clutter is not detected.
Proximity: Closest object is visually estimated to be within 1m.
Risk: Hazard
Pilot suggested action: HOVER",3301.0,772,96,0.0053,
no_clip,gpt4o_mini,cluttered,caution,2,31.59,safe,157.8,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a workspace with a wall in the background and some objects on a table, including a stapler and a box. The area appears cluttered but does not have any immediate obstacles blocking the flight path at ~1m altitude. 

Sensor note: Consistent with YOLO detection of a wall at 4.03m, but no other objects detected by YOLO. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away from the camera. 

Risk: Caution 
Pilot suggested action: HOVER",9291.9,3539,119,0.000602,
no_clip,gemini,cluttered,caution,2,31.59,safe,157.8,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2461.7,1005,124,0.000113,
with_clip,claude,cluttered,caution,3,32.7,safe,269.9,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,4,"Description: The image shows an indoor industrial or warehouse-like environment at low altitude, with large white panels/walls nearby, a conveyor belt or ramp structure with dark material in the lower left, and what appears to be equipment or containers at mid-distance. The flight path at ~1m altitude appears partially obstructed by the large white surface dominating the right side of the frame.

Sensor note: YOLO-World detected a wall at 4.03m, but visually the large white object/surface on the right appears considerably closer than 4m — likely 1-2m — suggesting the depth estimate may be misattributed or the closest surface was not properly captured. CLIP's ""cluttered room"" label is broadly consistent with what is visible.

Proximity: The large white surface/panel on the right side appears to be the closest obstacle, visually estimated at approximately 1–2m. The conveyor/ramp structure in the lower left is also close (~1m range).

Risk: caution

Pilot suggested action: HOVER",8135.3,1017,231,0.006516,
with_clip,gpt4o,cluttered,caution,3,32.7,safe,269.9,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered environment with various objects, including a box and a white container, possibly on a table. The area appears to be indoors with limited space.
Sensor note: Consistent with sensor data indicating a cluttered room and a detected wall.
Proximity: Closest object is approximately 1 meter away, consistent with depth_m data.
Risk: Caution
Pilot suggested action: HOVER",2762.7,827,85,0.00541,
with_clip,gpt4o_mini,cluttered,caution,3,32.7,safe,269.9,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a stapler and a box, on a table. The scene appears to have some obstacles but does not show any immediate threats within the flight path. 

Sensor note: The YOLO detection indicates a wall at a distance of 4.03m, which is consistent with the visual analysis of the space. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away from the camera. 

Risk: caution  
Pilot suggested action: HOVER",10649.4,3594,116,0.000609,
with_clip,gemini,cluttered,caution,3,32.7,safe,269.9,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered desk or workbench with various objects, including a large white panel, a cardboard box, and a white container, all within close proximity to the camera. The flight path at 1m altitude appears to be obstructed.
Sensor note: YOLO-World detected a 'wall' at 4.03m, which is inconsistent with the close-up objects visible in the image. The local detector's brightness reading is consistent with the image. CLIP's ""cluttered room obstacles"" is generally consistent with the visual scene.
Proximity: The closest objects, including the white panel and the cardboard box, appear to be within 0.5m to 1m.
Risk: hazard
Pilot suggested action: HOVER",4611.8,1059,156,0.000126,
no_clip,claude,cluttered,caution,3,32.7,safe,159.5,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows an indoor industrial/warehouse environment at low altitude, with large white panels or equipment visible in the foreground at roughly drone level, a conveyor or ramp structure with dark machinery to the left, and cardboard boxes mid-scene — the flight path forward appears partially obstructed by the white structure at approximately 1–2m.
Sensor note: YOLO detected a wall at 4.03m depth, but the prominent white structure in the foreground appears significantly closer (~1–1.5m), suggesting YOLO underestimated the nearest obstacle; the large white object directly ahead was not separately flagged.
Proximity: Closest object (white panel/structure) estimated visually at ~1–1.5m, closer than the sensor-reported 4.03m wall detection.
Risk: hazard
Pilot suggested action: HOVER",6961.3,956,192,0.005748,
no_clip,gpt4o,cluttered,caution,3,32.7,safe,159.5,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is no clear path visible for flight at ~1m altitude.
Sensor note: The sensor detection of a wall at 4.03m is consistent with the image, but the clutter is not detected.
Proximity: Closest object is visually estimated to be within 1m.
Risk: Hazard
Pilot suggested action: HOVER",3376.2,772,95,0.005285,
no_clip,gpt4o_mini,cluttered,caution,3,32.7,safe,159.5,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,safe,4,"Description: The image shows a workspace with a wall in the background and some objects on a table, including a stapler and a box. The area appears relatively clear, with no immediate obstacles in the flight path at ~1m altitude. 

Sensor note: Consistent; the YOLO detection indicates a wall at 4.03m, which aligns with the visual assessment. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away from the camera. 

Risk: safe  
Pilot suggested action: PITCH_FORWARD",9728.0,3539,116,0.0006,
no_clip,gemini,cluttered,caution,3,32.7,safe,159.5,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2359.9,1005,124,0.000113,
with_clip,claude,cluttered,caution,4,30.03,safe,269.7,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,3,"Description: The image shows an indoor industrial or warehouse-like environment with large white panels/walls, some cardboard boxes, and overhead lighting fixtures visible. There appears to be a cluttered work area with objects at varying heights, and the flight path at ~1m altitude appears partially obstructed by structures in the foreground.

Sensor note: YOLO detected a wall at 4.03m with low confidence (0.23), which is plausible given the visible white panels; however, the foreground clutter and closer objects (boxes, surfaces) were not detected — these are visible in the image and represent undetected hazards. CLIP's ""cluttered room obstacles"" label at low confidence is actually consistent with the visual scene.

Proximity: The closest visible objects appear to be the dark angled object and white surface/tray in the immediate foreground, estimated at approximately 0.5–1.5m from the camera. This is closer than the sensor-reported 4.03m wall depth, suggesting nearer obstacles were missed by Tier 2.

Risk: caution

Pilot suggested action: HOVER",7937.2,1017,245,0.006726,
with_clip,gpt4o,cluttered,caution,4,30.03,safe,269.7,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered environment with various objects, including a box and a white container, possibly on a table. The area appears to be indoors with limited space.
Sensor note: Consistent with sensor data indicating a cluttered room and a detected wall.
Proximity: Closest object is approximately 1 meter away, consistent with depth_m data.
Risk: Caution
Pilot suggested action: HOVER",2966.8,827,85,0.00541,
with_clip,gpt4o_mini,cluttered,caution,4,30.03,safe,269.7,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a stapler and a box, on a table. The scene appears to have some obstacles but does not show any immediate threats within the flight path. 

Sensor note: Consistent with YOLO detection of a wall and CLIP's scene label indicating cluttered room obstacles. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away based on visual estimation. 

Risk: caution  
Pilot suggested action: HOVER",11270.7,3594,110,0.000605,
with_clip,gemini,cluttered,caution,4,30.03,safe,269.7,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered desk or workbench with various objects, including a large white panel, a cardboard box, and a white container, all within close proximity to the camera. The flight path at 1m altitude appears to be obstructed.
Sensor note: The YOLO detection of ""wall"" at 4.03m is inconsistent with the visual evidence of close-up objects. The scene is clearly cluttered, which aligns with the CLIP label, but the objects are much closer than 4m.
Proximity: The closest objects (cardboard box, white container) appear to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2350.9,1059,143,0.000122,
no_clip,claude,cluttered,caution,4,30.03,safe,159.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows an indoor industrial or warehouse-like space at low altitude, with large white panels/walls in the foreground at close range, a conveyor belt or dark angled surface to the left, and shelving/equipment visible in the background. The flight path appears partially obstructed by the white structure directly ahead.

Sensor note: YOLO reports a wall at 4.03m depth, but visually the white panel/structure appears significantly closer than 4m — likely within 1-2m directly ahead. The depth estimate appears inconsistent with visual evidence; the white surface fills much of the frame suggesting closer proximity.

Proximity: The white panel/wall structure appears to be approximately 1-1.5m ahead, which is closer than the 4.03m reported by DepthAnything v2 — possible depth estimation error on a large flat white surface (known challenge for monocular depth on textureless surfaces).

Risk: hazard

Pilot suggested action: HOVER",7371.6,956,220,0.006168,
no_clip,gpt4o,cluttered,caution,4,30.03,safe,159.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is no clear path visible for flight at ~1m altitude.
Sensor note: Consistent with YOLO detection of a wall at 4.03m depth; no immediate obstacles detected.
Proximity: Closest object appears to be within 1-2 meters.
Risk: Caution
Pilot suggested action: HOVER",3479.2,772,93,0.005255,
no_clip,gpt4o_mini,cluttered,caution,4,30.03,safe,159.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a workspace with a wall in the background and some objects on a table, including a stapler and a box. The area appears cluttered but does not have any immediate obstacles blocking the flight path at ~1m altitude. 

Sensor note: Consistent with YOLO detection of a wall at 4.03m, but no other objects detected by YOLO. 

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away from the camera. 

Risk: Caution 
Pilot suggested action: HOVER",10137.5,3539,119,0.000602,
no_clip,gemini,cluttered,caution,4,30.03,safe,159.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2460.2,1005,124,0.000113,
with_clip,claude,cluttered,caution,5,34.76,safe,263.3,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows an indoor industrial or warehouse-like space with large white panels/walls in the foreground and background, a dark conveyor-like structure or ramp in the lower-left area, and some cardboard boxes visible mid-frame. The flight path at approximately 1m altitude appears partially obstructed by the large white structure immediately in front of the drone.

Sensor note: YOLO-World detected a wall at 4.03m depth, which is broadly consistent with the background structures; however, the large white panel/structure appears much closer than 4m based on visual framing — likely 1-2m away. CLIP's ""cluttered room"" label is reasonable given the scene complexity.

Proximity: The large white structure/panel on the right side of the frame appears to be the closest object, visually estimated at approximately 1–1.5m, which is closer than the 4.03m YOLO-World depth reading suggests — possible depth estimation error on a flat white surface.

Risk: caution

Pilot suggested action: HOVER",7328.0,1017,236,0.006591,
with_clip,gpt4o,cluttered,caution,5,34.76,safe,263.3,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is no clear path for flight at ~1m altitude.
Sensor note: Consistent with CLIP's scene label of cluttered room obstacles.
Proximity: Closest object is visually estimated to be within 1-2 meters.
Risk: Caution
Pilot suggested action: HOVER",4296.2,827,86,0.005425,
with_clip,gpt4o_mini,cluttered,caution,5,34.76,safe,263.3,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a stapler and a box, on a table. The scene appears to have some obstacles at table level but does not show any immediate threats within 1 meter of the drone's flight path.

Sensor note: Consistent; YOLO detected a wall at a distance of 4.03m, and the scene is labeled as cluttered, which aligns with the visual analysis.

Proximity: The closest object appears to be approximately 1.5 meters away, based on visual estimation and depth data.

Risk: caution

Pilot suggested action: HOVER",11571.1,3594,127,0.000615,
with_clip,gemini,cluttered,caution,5,34.76,safe,263.3,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered desk or workbench with various objects, including a large white panel, a cardboard box, and a white container, all within close proximity to the camera. The flight path at 1m altitude appears to be obstructed.
Sensor note: The YOLO detection of ""wall"" at 4.03m is inconsistent with the visual evidence of close-up objects. The scene is clearly cluttered, which aligns with the CLIP label, but the objects are much closer than 4m.
Proximity: The closest objects (cardboard box, white container) appear to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2565.9,1059,143,0.000122,
no_clip,claude,cluttered,caution,5,34.76,safe,156.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows an indoor industrial or warehouse-like environment at low altitude (~1m), with large white panels/walls visible at close range directly ahead, along with some cardboard boxes and equipment on a conveyor or table surface to the lower left. The flight path forward appears blocked by a white structure approximately 1-2m away.

Sensor note: YOLO reports a wall at 4.03m depth, but visually the white structure/panel appears considerably closer — likely within 1-2m. The sensor depth appears optimistic; visual analysis takes priority here.

Proximity: Closest obstacle is the large white panel/wall structure directly ahead, visually estimated at ~1-1.5m — within hazard threshold for a blocked flight path.

Risk: hazard

Pilot suggested action: HOVER",6756.0,956,179,0.005553,
no_clip,gpt4o,cluttered,caution,5,34.76,safe,156.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is no clear path visible for flight at ~1m altitude.
Sensor note: Consistent with YOLO detection of a wall at 4.03m depth; no immediate obstacles detected.
Proximity: Closest object appears to be within 1-2 meters.
Risk: Caution
Pilot suggested action: HOVER",3280.7,772,93,0.005255,
no_clip,gpt4o_mini,cluttered,caution,5,34.76,safe,156.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",1,caution,5,"Description: The image shows a workspace with a wall in the background and some objects on a table, including a stapler and a box. The area appears cluttered but does not have any immediate obstacles blocking the flight path at ~1m altitude. 

Sensor note: Consistent with YOLO detection of a wall at 4.03m, but no other objects detected by YOLO.

Proximity: The closest object appears to be the stapler, which is approximately 0.5m away from the camera.

Risk: Caution

Pilot suggested action: HOVER",10439.3,3539,117,0.000601,
no_clip,gemini,cluttered,caution,5,34.76,safe,156.2,cluttered room obstacles,0.2044,caution,1,"YOLO detections: wall (conf=0.23, depth_m=4.03m [DA v2], src=YOLO-W, bbox=[0.2,0.8,319.4,237.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=124/255 (none)",0,hazard,4,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",2153.4,1005,124,0.000113,
with_clip,claude,door_open,safe,1,30.45,safe,262.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows a large indoor industrial or warehouse-like space with glass/metal partition walls and shelving units visible; the flight path at ~1m altitude appears open with no immediate obstacles directly ahead, though the environment is moderately cluttered with structural elements.
Sensor note: YOLO reports a 'train' detection (conf=0.22, likely a false positive in this industrial shelving context) and a 'window' (conf=0.34, plausible given the glass partitions visible). CLIP label 'open room safe path' is broadly consistent with the visual. No significant discrepancy, though the 'train' detection should be disregarded as likely misclassification of shelving/racking.
Proximity: Closest visible structural elements (glass partitions, shelving) appear to be approximately 2–3m ahead, consistent with the depth_m readings of 3.2–3.6m from Tier 2. No persons visible. No obstacle within ~2m directly blocking the 1m flight corridor.
Risk: safe
Pilot suggested action: PITCH_FORWARD",8358.6,1062,247,0.006891,
with_clip,gpt4o,door_open,safe,1,30.45,safe,262.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor space with a clear path, featuring tables and a glass partition. The area appears well-lit and unobstructed at the flight level of ~1m.
Sensor note: Consistent with sensor data; no discrepancies noted.
Proximity: Closest object is approximately 3.2 meters away, consistent with depth_m readings.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",3172.0,870,84,0.00561,
with_clip,gpt4o_mini,door_open,safe,1,30.45,safe,262.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an open room with several tables and a clear path ahead. There are no visible obstacles or persons within close proximity. The lighting appears adequate for navigation. 

Sensor note: Consistent; YOLO detected a train and a window, but both are at a safe distance. 

Proximity: The closest object is approximately 3.6m away, as indicated by the depth_m value. 

Risk: safe  
Pilot suggested action: PITCH_FORWARD",12595.2,3637,96,0.000603,
with_clip,gemini,door_open,safe,1,30.45,safe,262.0,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",1,safe,5,"Description: The image shows an indoor environment with a partially open door or partition on the right, revealing another room or corridor beyond. The overall scene appears to be an office or industrial space with some structures and equipment visible in the background.
Sensor note: YOLO detected a ""train"" at 3.6m and a ""window"" at 3.2m. The ""window"" detection likely refers to the glass partition/door on the right. The ""train"" detection is inconsistent with the visual evidence; there is no train visible. CLIP's ""open room safe path"" is partially consistent with the open door, but the overall scene is more structured than a simple open room.
Proximity: The closest object is the open door/partition frame on the right, visually estimated to be approximately 1-1.5m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",3382.6,1109,185,0.000139,
no_clip,claude,door_open,safe,1,30.45,safe,155.9,open room safe path,0.2052,safe,1,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",0,caution,3,"Description: The image shows a large indoor industrial or warehouse-like space with metal frame partitions/glass panels, open ceiling with visible ductwork, and fluorescent lighting. The flight path at approximately 1m altitude appears relatively open, though metal structural frames are present in the foreground and mid-ground.

Sensor note: The ""train"" detection (conf=0.22, COCO) at 3.6m is likely a misclassification — no train is visible; this is probably the metal shelving/frame structure being misidentified. The ""window"" detection (conf=0.34, YOLO-W) is consistent with the glass partition panels visible in the scene. Overall sensor data partially consistent but with one likely false class label.

Proximity: The closest obstacle is the metal frame/glass partition structure visible in the foreground at an estimated 1.5–2m. No persons are detected or visible. Depth estimate of 3.2–3.6m from DA v2 may be referencing mid-field structures rather than the nearest frame elements.

Risk: caution

Pilot suggested action: HOVER — assess lateral clearance before proceeding; the metal frame partitions present navigation constraints and the foreground structure is within cautionary range. Consider YAW_LEFT or YAW_RIGHT to find a clearer corridor before advancing.",10749.9,1002,298,0.007476,
