strategy,model,seq,frame_num,scene_label,expected_risk,call_source,in_hazard,local_ms,local_risk,local_trigger,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,latency_ms,cost_usd,reply,error
hybrid,gpt4o,3,3,person_near,hazard,local,1,13.19,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,2508.9,0.00524,"Description: The image shows a person standing close to the camera, with a cluttered indoor environment visible in the background.
Sensor note: Consistent with sensor data indicating a person at approximately 0.4m depth.
Proximity: The person appears very close, estimated at less than 1 meter.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,3,6,person_near,hazard,scheduled,1,13.49,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,2516.5,0.005405,"Description: The image shows a person standing close to the camera, with a chair and some furniture in the background. The person appears to be within 1 meter of the drone.
Sensor note: Consistent with sensor data indicating a person at approximately 0.4 meters.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,4,1,door_open,safe,scheduled,0,13.76,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,3203.3,0.005025,"Description: The image shows a room with tables and chairs, and an open door. The area appears clear for navigation at ~1m altitude.
Sensor note: Consistent with YOLO detection of a train-like object at 4.39m depth.
Proximity: Closest object visually estimated at approximately 4m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,4,3,person_near,hazard,local,1,12.94,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,2936.4,0.00535,"Description: The image shows a person standing close to the camera, with indoor furniture and structural elements visible in the background.
Sensor note: The local detector's identification of a person at 0.24m is consistent with the image, indicating close proximity.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,4,6,person_near,hazard,scheduled,1,13.14,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,2386.6,0.005485,"Description: The image shows an indoor space with a person standing close to the camera, and various objects like chairs and shelves in the background.
Sensor note: The local detector's person detection is consistent with the image, but the depth estimation suggests the person is closer than the YOLO depth data indicates.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,5,1,door_open,safe,scheduled,0,13.68,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,safe,1,2760.9,0.00518,"Description: The image shows an indoor space with tables arranged in rows, and a partially open door leading into the room. The area appears clear with no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with YOLO detection of a window at 4m depth.
Proximity: Closest object is the door, approximately 2m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o,5,3,person_near,hazard,local,1,13.05,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2154.0,0.005305,"Description: The image shows a person very close to the camera, bending forward, which may obstruct the drone's immediate flight path.
Sensor note: Consistent with the local detector's identification of a person at approximately 0.2m.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o,5,6,person_near,hazard,scheduled,1,13.21,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2123.2,0.005305,"Description: The image shows a person very close to the camera, potentially obstructing the flight path. The environment appears cluttered with furniture and objects.
Sensor note: Consistent with sensor data indicating a person detected at 0.2m.
Proximity: Person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,1,1,door_open,safe,scheduled,0,13.63,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,caution,0,5932.2,0.000602,"Description: The image shows an indoor space with several tables or workstations visible. The area appears somewhat cluttered, but there are no immediate obstacles blocking the flight path at approximately 1m altitude. The lighting is moderate, indicating a dim scene but not fully dark.

Sensor note: Consistent; YOLO detected a window at 4.0m, which aligns with the visual assessment of the space.

Proximity: The closest objects (tables) appear to be more than 2m away based on visual estimation and depth_m.

Risk: caution

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,1,3,person_near,hazard,local,1,13.27,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,5870.4,0.000607,"Description: The image shows a person crouching down, appearing to be very close to the camera. There are also some objects in the background, including a chair and a shelf. The environment seems cluttered, but the person is the most significant concern due to their proximity. 

Sensor note: The local detector indicates a person detected with high confidence, which is consistent with my visual analysis. 

Proximity: The person is approximately 0.2m away from the camera, which is very close.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,1,6,person_near,hazard,scheduled,1,13.03,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,5427.4,0.000606,"Description: The image shows a person kneeling down, very close to the camera, with a cluttered environment including furniture and a chair in the background. The person appears to be within 1 meter of the drone's flight path. 

Sensor note: The local detector indicates a person detected with high confidence, consistent with the visual analysis. 

Proximity: The closest object/person is the individual, estimated to be approximately 0.2 meters away based on the local detector and visual assessment.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,2,1,door_open,safe,scheduled,0,13.78,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,safe,1,4496.9,0.000591,"Description: The image shows an indoor environment with a clear path and no visible obstacles directly in the flight path. There are tables and equipment in the background, but they do not obstruct the corridor. The lighting appears adequate for navigation. 

Sensor note: consistent

Proximity: The closest object appears to be more than 2 meters away, based on visual assessment and depth_m data.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,2,3,person_near,hazard,local,1,12.94,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,4848.4,0.000595,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be relatively close to the drone's flight path. 

Sensor note: The local detector identified a person with a confidence of 0.455 at an estimated distance of 0.24m, which is consistent with my visual analysis.

Proximity: The closest object/person is the individual detected, approximately 0.24m away.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,2,6,person_near,hazard,scheduled,1,13.38,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,5684.6,0.000604,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be relatively close to the drone's flight path. 

Sensor note: The local detector identified a person with a confidence of 0.455, which aligns with my visual analysis. However, the YOLO detection of a wall has a low confidence of 0.28, indicating potential uncertainty.

Proximity: The closest object/person is the individual detected, estimated to be about 0.24m away.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,3,1,door_open,safe,scheduled,0,13.89,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,4836.0,0.000584,"Description: The image shows an indoor environment with a clear view of a room that appears to be empty, with tables and some equipment visible. There are no obstacles or people within close proximity to the flight path. 

Sensor note: consistent 
Proximity: The closest object appears to be more than 3 meters away, consistent with the depth_m value of 3.48m.
Risk: safe 
Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,3,3,person_near,hazard,local,1,12.95,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,5098.8,0.000599,"Description: The image shows a person bending forward, positioned in a cluttered indoor environment with furniture in the background. The person appears to be approximately 0.4m away based on depth data, which aligns with the visual assessment. 

Sensor note: Consistent with YOLO and local detector data indicating a person detected at a similar distance.

Proximity: The closest object/person is the individual detected at approximately 0.4m.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,3,6,person_near,hazard,scheduled,1,13.59,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,4983.9,0.000606,"Description: The image shows a person bending forward, positioned in a cluttered indoor environment with furniture visible in the background. The person appears to be approximately 0.4m away based on the depth data provided. 

Sensor note: The local detector indicates a person at 0.21m, which is consistent with the visual analysis, but the YOLO detection confidence is low (0.36).

Proximity: The closest object/person is the individual detected at approximately 0.4m.

Risk: hazard

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,4,1,door_open,safe,scheduled,0,13.63,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,3940.7,0.000577,"Description: The image shows an indoor environment with a clear path and no visible obstacles or people within close proximity. The area appears well-lit and spacious, suggesting a navigable space for the drone. 

Sensor note: consistent

Proximity: The closest object appears to be more than 3 meters away, based on visual assessment.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
hybrid,gpt4o_mini,4,3,person_near,hazard,local,1,13.12,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,4633.4,0.000609,"Description: The image shows a person standing in a room with various objects around, including a chair and what appears to be a table. The person is relatively close, estimated to be around 0.24m away based on the local detector's reading. 

Sensor note: The local detector identified a person, but the YOLO detections for walls and columns have low confidence, indicating potential missed detections. 

Proximity: The closest object/person is the detected person, approximately 0.24m away. 

Risk: hazard  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,4,6,person_near,hazard,scheduled,1,13.13,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,4214.7,0.000609,"Description: The image shows a person standing in a room with various objects around, including a chair and what appears to be a table. The person is relatively close, estimated to be around 0.24m away based on the local detector's reading. 

Sensor note: The local detector identified a person, but the YOLO detections for walls and columns have low confidence, indicating potential missed detections. 

Proximity: The closest object/person is the detected person at approximately 0.24m away. 

Risk: hazard  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,5,1,door_open,safe,scheduled,0,13.5,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,caution,0,4684.7,0.000595,"Description: The image shows an indoor space with several tables or workstations visible. The area appears somewhat cluttered, but there are no immediate obstacles blocking the flight path at approximately 1m altitude. The lighting is moderate, indicating a dim scene but not fully dark.

Sensor note: Consistent with YOLO detection of a window and local detector brightness reading.

Proximity: The closest object appears to be around 2m away, based on visual assessment and depth_m data.

Risk: caution

Pilot suggested action: HOVER",
hybrid,gpt4o_mini,5,3,person_near,hazard,local,1,13.01,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,4320.1,0.000599,"Description: The image shows a person crouching down, appearing to be very close to the camera. There are also some objects in the background, including a chair and a shelf, but the person is the most prominent feature.  
Sensor note: The local detector indicates a person detected with high confidence, which is consistent with the visual analysis.  
Proximity: The person is approximately 0.2m away from the camera.  
Risk: hazard  
Pilot suggested action: HOVER",
hybrid,gpt4o_mini,5,6,person_near,hazard,scheduled,1,13.0,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,4359.4,0.000601,"Description: The image shows a person crouching down, appearing to be very close to the camera, with a cluttered environment including a chair and various objects in the background. The person is within 1 meter of the drone's flight path. 

Sensor note: The local detector indicates a person detected with high confidence, which is consistent with the visual analysis. 

Proximity: The closest object/person is approximately 0.2 meters away. 

Risk: hazard  
Pilot suggested action: HOVER",
hybrid,gemini,1,1,door_open,safe,scheduled,0,13.59,safe,0,"YOLO detections: window (conf=0.32, depth_m=4.0m [DA v2], src=YOLO-W, bbox=[0.7,0.1,319.5,239.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=121/255 (none)",disabled,disabled,0.0,hazard,0,3104.7,0.000122,"Description: The image shows an indoor industrial-like setting with an open doorway on the right. The drone appears to be facing into a room with machinery or equipment, and a ceiling fan is visible in the distance. The overall lighting is adequate.
Sensor note: The YOLO detection of a ""window"" with a depth of 4.0m is inconsistent with the visual evidence, as the prominent feature on the right is an open doorway, not a window. The local detector's brightness reading is consistent with the visual assessment.
Proximity: The closest object is the open door frame on the right, visually estimated to be within 1 meter. The machinery further inside the room appears to be several meters away.
Risk: Hazard
Pilot suggested action: HOVER",
hybrid,gemini,1,3,person_near,hazard,local,1,13.44,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,2287.5,0.000107,"Description: A person is directly in front of the drone, appearing to be very close and bending over. The background shows a cluttered indoor environment with furniture.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms they are much closer than the YOLO-World detections of a wall and shelf.
Proximity: Person visually <0.5m.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,1,6,person_near,hazard,scheduled,1,13.22,hazard,1,"YOLO detections: wall (conf=0.25, depth_m=0.6m [DA v2], src=YOLO-W, bbox=[0.5,0.4,319.6,232.9]); shelf (conf=0.17, depth_m=0.57m [DA v2], src=YOLO-W, bbox=[288.8,61.4,320.0,214.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.797, est_dist=0.2m); brightness=122/255 (none)",disabled,disabled,0.0,hazard,1,1914.6,0.000114,"Description: A person is directly in front of the drone, appearing to be very close and bending over. The background shows a cluttered indoor environment with furniture.
Sensor note: The local detector correctly identified a person, and my visual analysis confirms they are much closer than the YOLO-World detections of a wall and shelf. The estimated distance of 0.2m from the local detector aligns with my visual assessment of extreme proximity.
Proximity: Person visually <0.5m.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,2,1,door_open,safe,scheduled,0,13.57,safe,0,"YOLO detections: train (conf=0.22, depth_m=3.6m [DA v2], src=COCO, bbox=[0.5,0.4,317.9,238.1]); window (conf=0.34, depth_m=3.2m [DA v2], src=YOLO-W, bbox=[0.0,120.2,16.8,149.5])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=119/255 (none)",disabled,disabled,0.0,safe,1,2697.1,0.000132,"Description: The image shows an indoor office or industrial space with a partially open glass door on the right. The flight path appears clear at ~1m altitude, with objects visible further back in the room.
Sensor note: YOLO detected a 'window' which is consistent with the glass door/partition on the right. The 'train' detection is likely a false positive or refers to the general structure in the background, as no actual train is visible. The local detector's brightness assessment is consistent with the image.
Proximity: The closest visible object is the open glass door frame on the right, visually estimated to be around 1-1.5m away. YOLO's 'window' detection at 3.2m seems to refer to the further glass partition rather than the immediate door.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,2,3,person_near,hazard,local,1,13.0,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,2209.8,0.000114,"Description: A person is standing directly in front of the drone, occupying the majority of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: The local detector correctly identified a person, but its estimated distance of 0.24m is too close given the visual evidence. YOLO-World detected a ""wall"" at 0.45m, which is inconsistent with the prominent person in the foreground.
Proximity: The person is visually very close, estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,2,6,person_near,hazard,scheduled,1,13.15,hazard,1,"YOLO detections: wall (conf=0.28, depth_m=0.45m [DA v2], src=YOLO-W, bbox=[0.3,0.7,319.0,236.4])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.455, est_dist=0.24m); brightness=123/255 (none)",disabled,disabled,0.0,hazard,1,1859.2,0.000114,"Description: A person is standing directly in front of the drone, occupying the majority of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: The local detector correctly identified a person, but its estimated distance of 0.24m is too close given the visual evidence. YOLO-World detected a ""wall"" at 0.45m, which is inconsistent with the prominent person in the foreground.
Proximity: The person is visually very close, estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,3,1,door_open,safe,scheduled,0,13.18,safe,0,"YOLO detections: window (conf=0.23, depth_m=3.48m [DA v2], src=YOLO-W, bbox=[0.3,0.1,319.4,239.9])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,1995.6,0.00012,"Description: The image shows an indoor environment with a partially open glass door on the right, leading into what appears to be a workshop or office space with tables and equipment. The flight path at ~1m altitude appears clear through the doorway.
Sensor note: YOLO detected a ""window"" which is consistent with the glass door and surrounding glass panels. The brightness is adequate.
Proximity: The closest visible object is the frame of the open glass door on the right, visually estimated to be approximately 1-1.5m away. The YOLO depth for ""window"" (3.48m) refers to the background beyond the door, not the door frame itself.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,3,3,person_near,hazard,local,1,12.98,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,1981.7,0.000115,"Description: A person is directly in front of the drone, appearing to be very close and occupying a significant portion of the frame. The background shows what looks like an indoor room with various objects.
Sensor note: Consistent. Both YOLO and the local detector identify a person at a very close distance, which aligns with the visual evidence.
Proximity: The person is visually estimated to be well within 1 meter, possibly around 0.2-0.4 meters, consistent with the sensor readings.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,3,6,person_near,hazard,scheduled,1,13.48,hazard,1,"YOLO detections: person (conf=0.36, depth_m=0.4m [DA v2], src=COCO, bbox=[133.2,6.2,244.7,238.2]); wall (conf=0.16, depth_m=0.4m [DA v2], src=YOLO-W, bbox=[0.2,0.2,319.2,232.3])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.625, est_dist=0.21m); brightness=130/255 (none)",disabled,disabled,0.0,hazard,1,2016.5,0.000123,"Description: A person is directly in front of the drone, appearing to be very close and occupying a significant portion of the frame. The background shows what looks like an indoor workshop or storage area with various objects.
Sensor note: Consistent. Both YOLO and the local detector identify a person at a very close distance, which aligns with the visual evidence.
Proximity: The person is visually estimated to be well within 1 meter, possibly around 0.3-0.5 meters. This is consistent with the YOLO depth_m of 0.4m and the local detector's est_dist of 0.21m.
Risk: hazard
Pilot suggested action: HOVER",
hybrid,gemini,4,1,door_open,safe,scheduled,0,14.13,safe,0,"YOLO detections: train (conf=0.45, depth_m=4.39m [DA v2], src=COCO, bbox=[0.6,0.3,318.7,237.8])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): brightness=120/255 (none)",disabled,disabled,0.0,safe,1,2181.8,0.000118,"Description: The image shows an indoor environment with a clear path ahead, bordered by what appears to be office partitions or shelving units. The lighting is adequate, and no immediate obstacles are visible in the drone's flight path.
Sensor note: The YOLO detection of 'train' at 4.39m is inconsistent with the visual evidence; there is no train visible in the image. The local detector's brightness reading is consistent with the visual assessment of adequate lighting.
Proximity: The closest visible objects are the partition frames on either side, visually estimated to be beyond 1m. The background appears to be several meters away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
hybrid,gemini,4,3,person_near,hazard,local,1,13.17,hazard,1,"YOLO detections: wall (conf=0.22, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[0.3,0.4,319.6,236.0]); column (conf=0.16, depth_m=0.5m [DA v2], src=YOLO-W, bbox=[144.9,10.7,219.3,234.2])
  Local detector (Tier 1.5 — MediaPipe EfficientDet-Lite0, advisory — image overrides): person detected (conf=0.315, est_dist=0.24m); brightness=125/255 (none)",disabled,disabled,0.0,hazard,1,2378.5,0.000125,"Description: A person is standing directly in front of the drone, occupying the central portion of the frame. The background appears to be an indoor room with shelves or cabinets.
Sensor note: The local detector correctly identified a person, but YOLO detections for 'wall' and 'column' at 0.5m are inconsistent with the primary visual evidence of a person much closer. The local detector's estimated distance of 0.24m for the person is more aligned with the visual evidence than the YOLO detections.
Proximity: The person is visually very close, estimated to be well within 1 meter, likely around 0.2-0.3 meters.
Risk: hazard
Pilot suggested action: HOVER",
