condition,model,scene_label,truth,run,load_ms,tier1_5_ms,tier2_ms,llm_ms,total_ms,detected_risk,risk_correct,suggested_action,action_safe,action_dangerous,quality_score,input_tokens,output_tokens,cost_usd,reply,error
tier3_only,gpt4o,dim_light,caution,5,0.47,0,0,2147.7,2148.2,caution,1,HOVER,1,0,5,317,54,0.002395,"Description: The image is dim and grainy, with indistinct shapes and possible furniture visible. The scene appears cluttered.
Proximity: Closest object is estimated to be within 1-2 meters.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,dim_light,caution,5,0.47,30.45,269.04,3378.9,3678.9,caution,1,HOVER,1,0,5,772,104,0.00542,"Description: The image is grainy and dimly lit, making it difficult to discern specific objects clearly. There appears to be clutter at floor level, but no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: The sensor detection of a wall at 0.42m depth is consistent with the image, which shows potential obstacles.
Proximity: Closest object visually estimated at approximately 0.4m, consistent with depth_m.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,dim_light,caution,5,0.47,0,0,3407.1,3407.6,caution,1,HOVER,1,0,5,3084,81,0.000511,"Description: The image appears dimly lit with some indistinct shapes and clutter in the foreground, suggesting a cluttered environment. There are no clearly visible obstacles directly in the flight path, but the overall visibility is low.  
Proximity: The closest objects seem to be within 1-2 meters, but no specific details are discernible.  
Risk: caution  
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,dim_light,caution,5,0.47,30.45,269.04,3701.8,4001.8,caution,1,HOVER,1,0,5,3539,101,0.000591,"Description: The image appears to be dimly lit with some indistinct shapes and potential obstacles in the foreground. The overall visibility is low, making it difficult to assess the environment clearly. 

Sensor note: Consistent; YOLO detected a wall, but the scene's clutter and low light may obscure other objects.

Proximity: The closest object seems to be within 1 meter, but the exact distance is unclear due to the low visibility.

Risk: Caution

Pilot suggested action: HOVER",
tier3_only,gemini,dim_light,caution,5,0.47,0,0,1938.0,1938.5,caution,1,HOVER,1,0,5,520,73,6.1e-05,"Description: The image is very grainy and green-tinted, making it difficult to discern clear objects or a defined flight path. There appears to be some light source in the background, but the foreground is indistinct.
Proximity: Indeterminate due to image quality, but no clear immediate obstacles are visible.
Risk: caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,dim_light,caution,5,0.47,30.45,269.04,2220.3,2520.3,hazard,0,HOVER,1,0,4,1005,168,0.000126,"Description: The image is extremely noisy and dark, making it very difficult to discern any clear objects or features. There appears to be some indistinct green and yellow shapes, possibly indicating foliage or a room with poor lighting.
Sensor note: The local detector reports brightness=124/255, which is inconsistent with the visually very dark and noisy image. YOLO-World detected a ""wall"" at 0.42m, but the image quality makes it impossible to confirm this visually or assess its true proximity.
Proximity: Due to the severe noise and darkness, it's impossible to visually estimate the proximity of any objects with confidence. The YOLO-W ""wall"" detection at 0.42m, if accurate, would be a hazard.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,cluttered,caution,1,0.52,0,0,5121.5,5122.0,hazard,0,HOVER,1,0,4,407,102,0.002751,"Description: The image shows an indoor industrial or warehouse-like environment with white walls, overhead lighting, and what appears to be equipment or boxes on a conveyor or table surface at roughly drone height. The scene is partially obscured and cluttered with objects in the immediate foreground and flight path.

Proximity: Objects appear to be within 1-2 meters directly in the flight path at ~1m altitude.

Risk: hazard

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,cluttered,caution,1,0.52,31.23,273.63,7476.7,7782.1,caution,1,HOVER,1,0,5,956,186,0.005658,"Description: The image shows an indoor industrial or warehouse-like environment at low altitude, with white walls/panels, some cardboard boxes, and what appears to be conveyor or shelf infrastructure; the flight path at ~1m appears partially cluttered with structures in the foreground at close range.
Sensor note: YOLO detected only a wall at 4.03m with low confidence (0.23); however, the image reveals closer foreground objects (dark angled structure, boxes) within roughly 1-2m that were not detected — YOLO underreporting nearby obstacles.
Proximity: Closest objects (dark angled rail/conveyor and boxes) appear to be within approximately 1–2m based on visual scale, closer than the sensor-reported 4.03m wall.
Risk: caution
Pilot suggested action: HOVER",
tier3_only,gpt4o,cluttered,caution,1,0.52,0,0,2146.1,2146.6,caution,1,HOVER,1,0,5,317,64,0.002545,"Description: The image shows a cluttered indoor scene with various objects on a table or shelf, including a box and a white container. There is no clear path visible at ~1m altitude.
Proximity: Closest object is approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,cluttered,caution,1,0.52,31.23,273.63,2252.7,2558.1,safe,0,PITCH_FORWARD,1,0,4,772,78,0.00503,"Description: The image shows a cluttered indoor environment with objects on a table or shelf, but no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m depth.
Proximity: Closest object visually estimated at over 3m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,cluttered,caution,1,0.52,0,0,3584.0,3584.5,caution,1,HOVER,1,0,5,3084,80,0.000511,"Description: The image shows a cluttered table with a stapler and a box, along with a white surface in the background. The scene appears to be well-lit, but there are some objects at table level that could pose a risk.  
Proximity: The closest object is the stapler, which is approximately 30 cm away.  
Risk: caution  
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o_mini,cluttered,caution,1,0.52,31.23,273.63,3277.8,3583.2,safe,0,ASCEND,1,0,4,3539,76,0.000576,"Description: The image shows a workspace with a stapler and some boxes, but the view is somewhat cluttered. There are no visible people or obstacles directly in the flight path. 
Sensor note: consistent
Proximity: The closest object appears to be the stapler, estimated at around 0.5m away.
Risk: safe
Pilot suggested action: ASCEND",
tier3_only,gemini,cluttered,caution,1,0.52,0,0,1948.0,1948.5,hazard,0,STOP,1,0,4,520,88,6.5e-05,"Description: The image shows a cluttered surface, likely a desk or workbench, with various objects including a large white board or panel, a cardboard box, a stapler, and a white cylindrical object. The drone's flight path at ~1m altitude appears to be obstructed by these objects.
Proximity: Less than 1m to the white board/panel and other objects.
Risk: hazard
Pilot suggested action: STOP",
tier1_5_tier2_tier3,gemini,cluttered,caution,1,0.52,31.23,273.63,2151.7,2457.1,hazard,0,HOVER,1,0,4,1005,124,0.000113,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,cluttered,caution,2,0.47,0,0,5230.0,5230.5,hazard,0,HOVER,1,0,4,407,111,0.002886,"Description: The image shows an indoor industrial or warehouse-like environment with white panels/walls, some cardboard boxes, and equipment at a low angle. The scene is partially obscured and cluttered with objects at approximately drone flight height, including what appears to be a dark conveyor or ramp structure in the foreground.

Proximity: Dark structural object (conveyor/ramp) appears to be within 1-2m directly in the flight path.

Risk: hazard

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,cluttered,caution,2,0.47,29.57,268.19,6553.0,6851.2,hazard,0,HOVER,1,0,4,956,196,0.005808,"Description: The scene shows an indoor industrial or warehouse-like environment at low altitude, with large white panels/walls in the foreground at close range, a conveyor or sloped dark surface to the left, and shelving/equipment visible in the background under fluorescent lighting.
Sensor note: YOLO reports a wall at 4.03m, but the large white structure appears significantly closer than 4m — likely 1-2m away, suggesting depth underestimation or misclassification of the nearest surface. The close white panel is the primary concern YOLO may have underestimated.
Proximity: The white wall/panel structure appears to be approximately 1-2m ahead, potentially within or at the boundary of the hazard zone; the dark angled surface to the left is also within ~1m laterally.
Risk: caution
Pilot suggested action: HOVER",
tier3_only,gpt4o,cluttered,caution,2,0.47,0,0,2147.8,2148.3,caution,1,HOVER,1,0,5,317,61,0.0025,"Description: The image shows a cluttered indoor scene with objects on a table, including a box and a white container. There is no clear path visible at ~1m altitude.
Proximity: Closest object is approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,cluttered,caution,2,0.47,29.57,268.19,2764.8,3063.0,safe,0,PITCH_FORWARD,1,0,4,772,78,0.00503,"Description: The image shows a cluttered indoor environment with objects on a table or shelf, but no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m depth.
Proximity: Closest object visually estimated at over 3m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,cluttered,caution,2,0.47,0,0,3405.6,3406.1,safe,0,PITCH_FORWARD,1,0,4,3084,72,0.000506,"Description: The image shows a workspace with a stapler and some clutter on a table. The background appears to be a wall or partition, and there are no visible people or large obstacles nearby. 

Proximity: The closest object is the stapler, which is approximately 30 cm away. 

Risk: safe  
Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,cluttered,caution,2,0.47,29.57,268.19,3453.7,3751.9,safe,0,PITCH_FORWARD,1,0,4,3539,77,0.000577,"Description: The image shows a workspace with a stapler and some boxes, but the view is somewhat cluttered. There are no visible people or obstacles directly in the flight path. 
Sensor note: consistent
Proximity: The closest object appears to be the stapler, estimated at around 0.5m away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gemini,cluttered,caution,2,0.47,0,0,2349.5,2350.0,hazard,0,STOP,1,0,4,520,88,6.5e-05,"Description: The image shows a cluttered surface, likely a desk or workbench, with various objects including a large white board or panel, a cardboard box, a stapler, and a white cylindrical object. The drone's flight path at ~1m altitude appears to be obstructed by these objects.
Proximity: Less than 1m to the white board/panel and other objects.
Risk: hazard
Pilot suggested action: STOP",
tier1_5_tier2_tier3,gemini,cluttered,caution,2,0.47,29.57,268.19,1815.5,2113.7,hazard,0,HOVER,1,0,4,1005,145,0.000119,"Description: The image shows a cluttered foreground with various objects on a surface, including a white rectangular object, a brown box, and a dark object. A large white panel is visible in the background on the left.
Sensor note: YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, likely within 1-2m, and other foreground objects. The local detector's brightness reading is consistent with the somewhat dim lighting.
Proximity: The closest objects (white rectangular object, brown box, dark object) appear to be within 0.5m to 1m.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,cluttered,caution,3,0.58,0,0,4352.4,4353.0,caution,1,HOVER,1,0,5,407,99,0.002706,"Description: The image shows an indoor industrial or warehouse-like environment with white walls, overhead lighting, and what appears to be equipment or boxes at roughly table/counter height. The scene is somewhat low-contrast and cluttered with objects in the mid-ground.

Proximity: Closest objects appear to be surfaces/equipment approximately 1.5–2.5m away at roughly drone flight height.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,cluttered,caution,3,0.58,33.06,270.12,8082.6,8386.4,hazard,0,HOVER,1,0,3,956,252,0.006648,"Description: The image shows an indoor industrial or warehouse environment at low altitude, with large white panels or equipment visible in the foreground/mid-range, along with what appears to be conveyor or mechanical equipment with a dark angled component to the left and a white container/tub to the right. The flight path at ~1m altitude appears partially obstructed by nearby structures.

Sensor note: YOLO detected only a wall at 4.03m with low confidence (0.23, YOLO-World zero-shot), but the image clearly shows closer objects — a dark angled mechanical component and white equipment — within what appears to be 1–2m range that were not detected. Significant under-detection by Tier 2.

Proximity: Closest objects appear to be the dark angled structure (left) and white tub/container (right), visually estimated at approximately 0.5–1.5m — considerably closer than the 4.03m wall depth reported by DepthAnything, suggesting the depth reading corresponds to the background wall, not the foreground obstacles.

Risk: hazard

Pilot suggested action: HOVER",
tier3_only,gpt4o,cluttered,caution,3,0.58,0,0,2147.5,2148.1,hazard,0,HOVER,1,0,4,317,60,0.002485,"Description: The image shows a cluttered indoor scene with various objects, including a box and a white container, on a surface. There is no clear path visible at the 1m altitude.
Proximity: Objects are within 1 meter.
Risk: Hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,cluttered,caution,3,0.58,33.06,270.12,2468.4,2772.2,caution,1,HOVER,1,0,5,772,81,0.005075,"Description: The image shows a cluttered indoor environment with various objects on a table or shelf. There is no immediate obstruction in the direct flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m depth.
Proximity: Closest object visually estimated at approximately 1m away.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,cluttered,caution,3,0.58,0,0,3165.2,3165.8,safe,0,PITCH_FORWARD,1,0,4,3084,72,0.000506,"Description: The image shows a workspace with a stapler and some clutter on a table. The background appears to be a wall or partition, and there are no visible people or large obstacles nearby. 

Proximity: The closest object is the stapler, which is approximately 30 cm away. 

Risk: safe

Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,cluttered,caution,3,0.58,33.06,270.12,3729.3,4033.1,caution,1,HOVER,1,0,5,3539,99,0.00059,"Description: The image shows a workspace with a stapler and some boxes, but the area appears cluttered. There are no visible people or obstacles directly in the flight path. 
Sensor note: Consistent; YOLO detected a wall at a distance of 4.03m, which aligns with the visual assessment. 
Proximity: The closest object appears to be the stapler, approximately 0.5m away. 
Risk: Caution 
Pilot suggested action: HOVER",
tier3_only,gemini,cluttered,caution,3,0.58,0,0,2212.7,2213.3,hazard,0,HOVER,1,0,4,520,90,6.6e-05,"Description: The image shows a cluttered surface, likely a desk or workbench, with various objects including a large white board or panel, a cardboard box, a stapler, and a white cylindrical object. The drone's flight path at ~1m altitude appears to be obstructed by these objects.
Proximity: Objects are very close, likely within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,cluttered,caution,3,0.58,33.06,270.12,2021.9,2325.7,hazard,0,HOVER,1,0,4,1005,124,0.000113,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,cluttered,caution,4,0.58,0,0,4125.1,4125.7,hazard,0,HOVER,1,0,4,407,96,0.002661,"Description: The image shows an indoor industrial or warehouse-like environment with white walls, ceiling infrastructure, and what appears to be equipment or boxes on a surface at roughly drone level. The scene is somewhat dim and cluttered with objects close to the camera/drone.

Proximity: Objects appear to be within 1-2 meters, with surfaces and equipment very close to the camera lens.

Risk: hazard

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,cluttered,caution,4,0.58,32.15,270.49,6655.9,6959.1,hazard,0,HOVER,1,0,4,956,193,0.005763,"Description: The image shows an indoor industrial or warehouse-like environment at low altitude, with what appears to be conveyor belt equipment, cardboard boxes, and structural elements at roughly drone-eye level; a dark angled object (possibly a conveyor ramp) is visible in the foreground-left at close range.
Sensor note: YOLO detected only a wall at 4.03m with low confidence (0.23); however, the image clearly shows foreground equipment/conveyor structures and boxes much closer than 4m that were not detected — YOLO has missed multiple near objects.
Proximity: The dark angled structure in the lower-left appears to be approximately 0.5–1m from the camera, posing an immediate obstruction risk; boxes and equipment are also within ~1–2m range.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,gpt4o,cluttered,caution,4,0.58,0,0,2149.0,2149.6,hazard,0,HOVER,1,0,4,317,59,0.00247,"Description: The image shows a cluttered indoor scene with various objects, including a box and a white container, on a surface. There is no clear path visible at ~1m altitude.
Proximity: Objects are within 1 meter.
Risk: Hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,cluttered,caution,4,0.58,32.15,270.49,2251.3,2554.5,safe,0,PITCH_FORWARD,1,0,4,772,78,0.00503,"Description: The image shows a cluttered indoor environment with objects on a table or shelf, but no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m depth.
Proximity: Closest object visually estimated at over 3m away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,cluttered,caution,4,0.58,0,0,3481.5,3482.1,safe,0,PITCH_FORWARD,1,0,4,3084,72,0.000506,"Description: The image shows a workspace with a stapler and some clutter on a table. The background appears to be a wall or partition, and there are no visible people or large obstacles nearby. 

Proximity: The closest object is the stapler, which is approximately 30 cm away. 

Risk: safe  
Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,cluttered,caution,4,0.58,32.15,270.49,3482.7,3785.9,caution,1,HOVER,1,0,5,3539,101,0.000591,"Description: The image shows a workspace with a stapler and some boxes, but the area appears cluttered. There are no visible people or obstacles directly in the flight path. 
Sensor note: Consistent; YOLO detected a wall at a distance of 4.03m, which aligns with the visual assessment. 
Proximity: The closest object appears to be the stapler, which is approximately 0.5m away. 
Risk: Caution 
Pilot suggested action: HOVER",
tier3_only,gemini,cluttered,caution,4,0.58,0,0,1948.5,1949.1,hazard,0,HOVER,1,0,4,520,90,6.6e-05,"Description: The image shows a cluttered surface, likely a desk or workbench, with various objects including a large white board or panel, a cardboard box, a stapler, and a white cylindrical object. The drone's flight path at ~1m altitude appears to be obstructed by these objects.
Proximity: Objects are very close, likely within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,cluttered,caution,4,0.58,32.15,270.49,2171.5,2474.7,hazard,0,HOVER,1,0,4,1005,124,0.000113,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,cluttered,caution,5,0.58,0,0,4516.4,4517.0,hazard,0,HOVER,1,0,4,407,119,0.003006,"Description: The image shows an indoor industrial or warehouse-like space with what appears to be equipment, boxes, and structural elements. The scene is somewhat dim and cluttered with objects at various heights, including what looks like a conveyor belt or angled surface and storage containers.

Proximity: Closest obstacle appears to be approximately 1-2 meters away — an angled dark surface/structure is visible in the lower left portion of the frame, potentially intersecting the ~1m flight corridor.

Risk: hazard

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,cluttered,caution,5,0.58,30.03,281.55,6762.7,7074.9,caution,1,HOVER,1,0,5,956,209,0.006003,"Description: The image shows an indoor environment, likely a warehouse or industrial space, with white walls/panels, some cardboard boxes, and equipment at roughly table/counter height; a dark conveyor belt or ramp structure is visible in the foreground at approximately 1m altitude level, potentially intersecting the flight path.
Sensor note: YOLO detected a wall at 4.03m depth, which is plausible for the background wall; however, the dark foreground structure (conveyor/ramp) and boxes were not detected by YOLO — these are visible in the image and represent undetected obstacles closer than 4m.
Proximity: The dark foreground structure (conveyor belt/ramp) appears to be within approximately 1–2m of the drone, closer than the YOLO-reported wall at 4.03m — this is an undetected near obstacle.
Risk: caution
Pilot suggested action: HOVER",
tier3_only,gpt4o,cluttered,caution,5,0.58,0,0,2105.7,2106.3,caution,1,HOVER,1,0,5,317,63,0.00253,"Description: The image shows a cluttered indoor scene with various objects, including a box and a white container, on a surface. There is no clear path visible at ~1m altitude.
Proximity: Closest object is approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,cluttered,caution,5,0.58,30.03,281.55,2150.2,2462.4,caution,1,HOVER,1,0,5,772,81,0.005075,"Description: The image shows a cluttered indoor environment with various objects on a table or shelf. There is no immediate obstruction in the direct flight path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m depth.
Proximity: Closest object visually estimated at approximately 1m away.
Risk: Caution
Pilot suggested action: HOVER",
tier3_only,gpt4o_mini,cluttered,caution,5,0.58,0,0,3213.8,3214.4,safe,0,PITCH_FORWARD,1,0,4,3084,72,0.000506,"Description: The image shows a workspace with a stapler and some clutter on a table. The background appears to be a wall or partition, and there are no visible people or large obstacles nearby. 

Proximity: The closest object is the stapler, which is approximately 30 cm away. 

Risk: safe

Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,cluttered,caution,5,0.58,30.03,281.55,3261.7,3573.9,caution,1,HOVER,1,0,5,3539,75,0.000576,"Description: The image shows a workspace with a stapler and some boxes, but the area appears cluttered. There are no visible people or obstacles directly in the flight path. 
Sensor note: consistent
Proximity: The closest object appears to be the stapler, estimated at around 0.5m away.
Risk: caution
Pilot suggested action: HOVER",
tier3_only,gemini,cluttered,caution,5,0.58,0,0,1926.7,1927.3,hazard,0,HOVER,1,0,4,520,90,6.6e-05,"Description: The image shows a cluttered surface, likely a desk or workbench, with various objects including a large white board or panel, a cardboard box, a stapler, and a white cylindrical object. The drone's flight path at ~1m altitude appears to be obstructed by these objects.
Proximity: Objects are very close, likely within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gemini,cluttered,caution,5,0.58,30.03,281.55,1841.2,2153.4,hazard,0,HOVER,1,0,4,1005,124,0.000113,"Description: The image shows a cluttered foreground with various objects on a surface, including a white container, a stapler-like object, and a cardboard box. A large white panel is visible in the background.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of a large white panel much closer, and the foreground clutter is completely missed.
Proximity: The closest objects (white container, stapler, box) are visually estimated to be within 0.5m-1m.
Risk: hazard
Pilot suggested action: HOVER",
tier3_only,claude,door_open,safe,1,0.56,0,0,3796.7,3797.3,caution,0,HOVER,1,0,4,407,105,0.002796,"Description: The image shows an indoor industrial or warehouse-like space with metal shelving/rack structures, glass partitions, and fluorescent lighting. The camera appears to be angled upward, showing structural frames and shelving units with open corridors visible in the background.

Proximity: The nearest structural elements (metal frames/shelving) appear to be approximately 1-2 meters away on the right and directly ahead.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,door_open,safe,1,0.56,27.96,273.83,7885.5,8187.9,caution,0,HOVER,1,0,3,1002,245,0.006681,"Description: The image shows a large indoor industrial or warehouse-like space with high ceilings, metal framing/glass partition structures in the foreground, and an open interior visible beyond. The flight path at ~1m altitude appears relatively clear of immediate obstructions, though the metal frame structure is very close on the right side.

Sensor note: The YOLO detection of ""train"" (conf=0.22) is likely a misclassification — no train is visible; this is probably the metal shelving or frame structure being misidentified at low confidence. The ""window"" detection (conf=0.34) is plausible given the glass partition frames visible. Overall, sensors are partially consistent but the ""train"" label is almost certainly a false classification.

Proximity: The closest object is the metal frame/glass partition structure visible immediately to the right and center-foreground, estimated at roughly 0.5–1m. This is consistent with the YOLO depth readings of ~3.2–3.6m being questionable for the nearest structural elements.

Risk: caution

Pilot suggested action: HOVER",
tier3_only,gpt4o,door_open,safe,1,0.56,0,0,1942.8,1943.4,safe,1,PITCH_FORWARD,1,0,5,317,62,0.002515,"Description: The image shows an indoor space with tables and a glass door. The area appears well-lit and open, with no immediate obstacles in the direct flight path.
Proximity: Closest objects are tables, approximately 1-2 meters away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o,door_open,safe,1,0.56,27.96,273.83,2356.6,2658.9,safe,1,PITCH_FORWARD,1,0,5,815,91,0.00544,"Description: The image shows an indoor space with tables and a partially open door. The area appears clear with no immediate obstacles blocking the flight path at ~1m altitude.
Sensor note: Consistent with sensor data; detected objects (train, window) are not obstructing the path.
Proximity: Closest object is the door at approximately 3.2m, consistent with depth_m.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,gpt4o_mini,door_open,safe,1,0.56,0,0,3275.2,3275.8,safe,1,PITCH_FORWARD,1,0,5,3084,67,0.000503,"Description: The image shows an indoor space with a clear corridor and some tables or workstations visible in the background. The lighting appears adequate, and there are no visible obstacles or people nearby. 

Proximity: The closest object appears to be more than 2 meters away.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gpt4o_mini,door_open,safe,1,0.56,27.96,273.83,3122.2,3424.5,safe,1,PITCH_FORWARD,1,0,5,3582,74,0.000582,"Description: The image shows an indoor environment with a clear path ahead, featuring tables and a window. There are no visible obstacles or persons within close proximity. 

Sensor note: consistent 
Proximity: Closest object appears to be around 3.6m away, as indicated by the depth_m value.
Risk: safe 
Pilot suggested action: PITCH_FORWARD",
tier3_only,gemini,door_open,safe,1,0.56,0,0,1694.8,1695.4,safe,1,PITCH_FORWARD,1,0,5,520,82,6.4e-05,"Description: The drone is facing an open doorway with a clear path beyond it. The room appears to be an office or industrial space with tables and equipment further back.
Proximity: The closest object is the door frame, which appears to be just outside the immediate flight path. The next closest objects are tables, visually >3m away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
tier1_5_tier2_tier3,gemini,door_open,safe,1,0.56,27.96,273.83,2662.2,2964.5,safe,1,PITCH_FORWARD,1,0,5,1054,180,0.000133,"Description: The image shows an indoor environment with a partially open door or partition on the right, and a long corridor or room extending into the distance on the left. The flight path at ~1m appears clear directly ahead, though there are structures and furniture further back.
Sensor note: The YOLO detections of 'train' and 'window' are not visually apparent as direct obstacles in the immediate flight path. The 'window' detection might refer to the glass partition on the right. The local detector's brightness assessment seems consistent with the image.
Proximity: The closest significant structure appears to be the open door/partition on the right, visually estimated to be around 1-1.5m away. The YOLO 'window' detection at 3.2m seems to refer to a further part of this structure.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
tier3_only,claude,door_open,safe,2,0.49,0,0,4098.4,4098.9,caution,0,HOVER,1,0,4,407,98,0.002691,"Description: The image shows an indoor industrial or warehouse-like space with large glass/metal frame partitions and shelving units visible. The scene is moderately lit with ceiling lights, showing an open corridor area at approximately 1m flight height.

Proximity: The closest obstacle appears to be the glass/metal frame partition structure at roughly 1.5–2m ahead and to the right.

Risk: caution

Pilot suggested action: HOVER",
tier1_5_tier2_tier3,claude,door_open,safe,2,0.49,31.93,271.6,9028.7,9332.7,caution,0,HOVER,1,0,3,1002,283,0.007251,"Description: The image shows a large indoor industrial or warehouse-like space with metal shelving/rack structures, glass partitions, and an open ceiling with fluorescent lighting; the immediate flight path at ~1m altitude appears relatively open with structural elements visible at various distances.
Sensor note: The YOLO ""train"" detection (conf=0.22) is likely a false positive — no train is visible; this is almost certainly a misclassification of the shelving/rack structures. The ""window"" detection is consistent with the glass partition frames visible in the scene. Overall confidence in YOLO object labels is low here.
Proximity: The closest obstacle appears to be the metal frame/glass partition structure to the right foreground, visually estimated at approximately 1–2m; consistent with the depth readings of 3.2–3.6m which may be measuring further structural elements rather than the nearest frame edge.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The right-side metal framing appears close and the scene has moderate structural clutter with shelving units and partitions. While the ~1m corridor isn't fully blocked, the proximity of structural frames and moderate lighting conditions (brightness 119/255) warrant a cautious hover to allow better situational assessment before proceeding.",
tier3_only,gpt4o,door_open,safe,2,0.49,0,0,2027.8,2028.3,caution,0,HOVER,1,0,4,317,62,0.002515,"Description: The image shows an indoor space with tables and a partially open glass door. The area appears well-lit and clear at the 1m flight path level.
Proximity: Closest object is the door frame, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
tier1_5_tier2_tier3,gpt4o,door_open,safe,2,0.49,31.93,271.6,2341.6,2645.6,safe,1,PITCH_FORWARD,1,0,5,815,76,0.005215,"Description: The image shows an indoor space with tables and a partially open door, suggesting a clear path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a window and a train at a distance.
Proximity: Closest object visually estimated at approximately 3m, consistent with depth_m readings.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
