run,model,scene_label,truth,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
4,gemini,dim_light,caution,2479.9,969,141,0.000115,"Description: The image is extremely dark and noisy, making it very difficult to discern any clear objects or the flight path. There appears to be some indistinct shapes, possibly furniture or plants, but their exact nature and distance are impossible to determine.
Sensor note: The YOLO detection of ""wall"" at 0.42m is plausible given the general blur and potential for a close, indistinct surface, but the image quality makes independent verification impossible.
Proximity: Visually, it's impossible to determine proximity due to the severe image degradation. The sensor reports a wall at 0.42m, which would be a hazard.
Risk: hazard
Pilot suggested action: HOVER",
4,gemini,cluttered,caution,2336.4,969,148,0.000117,"Description: The image shows a cluttered desk or workbench area with various objects, including a large white panel, a cardboard box, and a white container. The drone's flight path at 1m altitude appears to be obstructed by these objects.
Sensor note: The YOLO detection of 'wall' at 4.03m is inconsistent with the visual evidence of much closer objects directly in the flight path. The 'wall' detection likely refers to the background, but fails to identify the immediate foreground obstacles.
Proximity: The closest objects, including the white panel and the white container, appear to be within 0.5m to 1m of the camera.
Risk: hazard
Pilot suggested action: HOVER",
4,gemini,door_open,safe,2166.6,1018,170,0.000127,"Description: The image shows an indoor environment with a partially open door or partition on the right, and a long corridor or room extending into the distance on the left. The flight path at ~1m altitude appears clear for some distance.
Sensor note: The YOLO detections of ""train"" and ""window"" are inconsistent with my visual interpretation. The ""window"" detection likely refers to the glass partition/door on the right, which is reasonable, but the ""train"" detection is not visually apparent.
Proximity: The closest object is the open door/partition on the right, visually estimated to be approximately 1-1.5m away. The YOLO-W ""window"" detection depth of 3.2m seems too far for the closest part of the door frame.
Risk: Caution
Pilot suggested action: HOVER",
4,gemini,person_far,caution,2112.5,918,121,0.000105,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The room appears to be an indoor workspace with various objects in the background.
Sensor note: YOLO detections: none. (depth_m = 1.5m, est_dist = 1.2m). The sensors did not detect the person, but the person is clearly visible in the image.
Proximity: The person is visually estimated to be within 1-1.5 meters, directly in the flight path.
Risk: hazard
Pilot suggested action: HOVER",
4,gemini,blocked_lens,hazard,1954.5,918,49,8.4e-05,"Description: The image is completely obscured by heavy visual noise, making it impossible to discern any objects or environmental features.
Sensor note: consistent
Proximity: Indeterminate (image obscured)
Risk: hazard
Pilot suggested action: HOVER",
5,claude,person_near,hazard,5679.2,915,154,0.005055,"Description: A person is standing directly in front of the camera at close range (approximately 1–2 metres), arms raised, in what appears to be an indoor workshop or storage room with shelving and equipment in the background.
Sensor note: YOLO only detected a 'wall' at 0.45 m; it missed the person entirely — a significant false negative. The person is the dominant hazard in the frame.
Proximity: Person is visually estimated at roughly 1.5–2 m directly ahead; the 0.45 m wall detection may partially reflect the person's body depth or a nearby surface behind them.
Risk: hazard
Pilot suggested action: HOVER",
5,claude,wall_close,hazard,5232.1,915,149,0.00498,"Description: The image shows a plain, nearly featureless light-colored wall filling most of the frame, with no persons, furniture, or obstacles visible in the flight path at ~1m altitude.
Sensor note: Consistent — YOLO-World detected a wall at 2.09m depth, which aligns with the visually dominant flat wall surface occupying the frame.
Proximity: Closest object is the wall, visually estimated at ~2m, consistent with DepthAnything v2 reading of 2.09m — no immediate obstruction within 1–2m flight corridor.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
5,claude,object_table,caution,7913.8,915,233,0.00624,"Description: The image shows an indoor environment with a laptop on a table displaying code/IDE, with bookshelves or storage units visible in the background; the scene is dimly lit with limited visibility.
Sensor note: YOLO-World detected a shelf at 2.53m — consistent with visible background shelving; the laptop/table in the foreground appears closer (~1m or less) but was not detected by YOLO, representing a missed detection hazard.
Proximity: The table surface with the laptop appears to be within approximately 0.5–1m of the camera, posing a direct obstacle risk; background shelves confirmed at ~2.5m.
Risk: hazard
Pilot suggested action: HOVER

**Reasoning:** The undetected laptop/table structure is at or within the ~1m flight corridor directly ahead. The dim lighting further reduces reliable perception. Immediate hover is warranted to avoid collision with the table while the system reassesses. Do not pitch forward until the foreground obstacle is cleared or the drone ascends above table level.",
5,claude,dim_light,caution,8310.0,915,268,0.006765,"Description: The image shows a dimly lit indoor room with heavy noise/grain, revealing what appears to be a sofa or couch on the left, a cushion/pillow on the right foreground, and background furniture/shelving — the scene is dark and visually cluttered with poor visibility.
Sensor note: YOLO-W detected a wall at 0.42m depth — consistent with the close foreground objects visible (the cushion/pillow on the right appears very close, within ~0.5m), though the cushion itself was not separately labeled.
Proximity: Closest object appears to be the cushion/pillow on the right, visually estimated at approximately 0.4–0.6m, consistent with the 0.42m depth reading from DA v2.
Risk: hazard
Pilot suggested action: HOVER

**Reasoning:** The 0.42m depth reading combined with the clearly visible close foreground object (cushion/pillow) directly in or adjacent to the ~1m flight corridor constitutes an immediate obstacle hazard. The dim, high-noise image also reduces perception confidence. The drone should hold position immediately and not advance until the path is reassessed or cleared.",
5,claude,cluttered,caution,6375.4,915,203,0.00579,"Description: The image shows an indoor industrial or warehouse-like environment with white walls, overhead lighting, and what appears to be equipment or machinery (possibly a conveyor or ramp structure) at mid-frame level, with boxes/cardboard visible on the left side. The flight path at approximately 1m altitude appears partially obstructed by the dark angled structure in the foreground.

Sensor note: YOLO detected only a wall at 4.03m depth; however, the image clearly shows a closer angled structure/conveyor-like object and cardboard boxes that were not detected — these are real obstacles requiring attention.

Proximity: The dark angled structure (possibly a conveyor ramp) appears to be within approximately 1–2m of the drone, significantly closer than the wall detected at 4.03m. This is the primary undetected hazard.

Risk: hazard

Pilot suggested action: HOVER",
5,claude,door_open,safe,9153.4,961,300,0.007383,"Description: The image shows a large indoor industrial or warehouse-like space with metal shelving/racking structures, glass partitions, and fluorescent lighting at height; the flight path at ~1m altitude appears relatively open with no immediate obstacles blocking the corridor.
Sensor note: YOLO detects a ""train"" (conf=0.22, 3.6m) which is likely a misclassification of the shelving/racking structure; the ""window"" detection (conf=0.34, 3.2m) is plausible given the visible glass partitions. Low confidence scores suggest marginal detections — consistent with a complex industrial background causing YOLO confusion.
Proximity: The nearest visible structures (metal frame/glass partitions) appear to be approximately 2–3m away, broadly consistent with the depth readings of 3.2–3.6m from Tier 2.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** While the flight path looks open, the scene has moderate complexity with metal framing and glass panels at varying depths, low-confidence sensor detections suggesting a cluttered environment, and some areas of lower lighting. Hovering allows for a more careful assessment before committing to forward movement. The glass partitions in particular pose a transparency hazard that YOLO-World flagged at ~3.2m — worth confir",
5,claude,person_far,caution,8700.7,869,263,0.006552,"Description: An indoor industrial/workshop environment with a person standing approximately 4-6 meters away near shelving units and machinery; the scene is dim with overhead fluorescent lighting and cluttered floor-level equipment visible on the sides.
Sensor note: YOLO detections report none, but there is clearly a visible person in the center-background of the frame — this is a missed detection; the person exists and must be accounted for.
Proximity: The person appears to be roughly 4-6m away centrally; floor-level clutter and equipment along the sides are closer, potentially within 2-3m laterally. No immediate obstacle within 1-2m of the drone's forward path at ~1m altitude appears present, though lateral objects warrant caution.
Risk: caution
Pilot suggested action: HOVER

**Reasoning:** The scene is navigable but not fully safe to proceed — the dim lighting reduces perception reliability, YOLO missed the person entirely (reinforcing the need for cognitive override), and lateral clutter exists. Hovering allows reassessment before any forward movement. The person is not within hazard range (<1m) but the environment warrants slowed, deliberate action.",
5,claude,blocked_lens,hazard,7509.4,869,217,0.005862,"Description: The image shows pure static/noise — the camera feed appears to be completely corrupted, displaying randomized green, blue, and red pixel noise with no discernible scene content whatsoever.
Sensor note: YOLO detections return none, which is consistent with a corrupted/failed camera feed rather than a clear scene — this is not a ""safe empty space"" reading but a sensor failure condition.
Proximity: Unable to determine — camera feed is non-functional; depth data unavailable; no spatial information can be extracted.
Risk: hazard
Pilot suggested action: LAND

**Reasoning:** A fully corrupted camera feed (static noise) means Tier 3 cognitive reasoning has lost its primary input. This constitutes a critical sensor failure — the drone is effectively blind. Per fail-safe principles, continued flight without visual awareness is unacceptable regardless of other sensor states. Immediate controlled landing is the safest response to restore ground contact before diagnosing the camera fault.",
5,gpt4o,person_near,hazard,2419.5,741,81,0.00492,"Description: The image shows a person standing indoors, appearing to be within close proximity to the camera, possibly less than 1 meter away.
Sensor note: The sensor detected a wall at 0.45m, but the person is not detected; discrepancy noted.
Proximity: The person is visually estimated to be less than 1 meter away.
Risk: Hazard
Pilot suggested action: HOVER",
5,gpt4o,wall_close,hazard,2228.6,741,68,0.004725,"Description: The image shows a plain wall with no visible obstacles or objects in the immediate vicinity.
Sensor note: Consistent with sensor data indicating a wall at approximately 2.09 meters.
Proximity: Closest object is the wall, visually estimated at around 2 meters.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
5,gpt4o,object_table,caution,4664.4,741,79,0.00489,"Description: The image shows a laptop on a table in a room with shelves and other objects in the background. The scene appears well-lit and organized.
Sensor note: Consistent with sensor data; the shelf detection aligns with the visible shelves in the background.
Proximity: The closest object is the laptop, approximately 1 meter away.
Risk: Caution
Pilot suggested action: HOVER",
5,gpt4o,dim_light,caution,3646.7,741,83,0.00495,"Description: The image is dim and grainy, making it difficult to clearly identify objects. There appears to be clutter at floor level, but no immediate obstacles blocking the flight path.
Sensor note: Consistent with sensor data indicating a wall at 0.42m depth.
Proximity: Closest object visually estimated at approximately 0.4m.
Risk: Caution
Pilot suggested action: HOVER",
5,gpt4o,cluttered,caution,2304.2,741,81,0.00492,"Description: The image shows a cluttered indoor environment with objects on a table, including a box and a stapler. There is no clear path for flight at ~1m altitude.
Sensor note: Consistent with sensor data indicating a wall at 4.03m.
Proximity: Closest object visually estimated at less than 1m.
Risk: Hazard
Pilot suggested action: HOVER",
5,gpt4o,door_open,safe,2484.3,784,71,0.004985,"Description: The image shows an indoor space with tables and a partially open door, suggesting a clear path at ~1m altitude.
Sensor note: Consistent with sensor data indicating a window and a train at a distance.
Proximity: Closest object visually estimated at approximately 3 meters away.
Risk: Safe
Pilot suggested action: PITCH_FORWARD",
5,gpt4o,person_far,caution,2279.9,699,63,0.00444,"Description: The image shows an indoor room with furniture and a person standing in the center. The scene is moderately cluttered, but there appears to be enough space for navigation.
Sensor note: Consistent
Proximity: Person approximately 2 meters away
Risk: Caution
Pilot suggested action: HOVER",
5,gpt4o,blocked_lens,hazard,2386.0,699,67,0.0045,"Description: The image appears to be heavily distorted with noise, making it difficult to discern any clear objects or features.
Sensor note: Consistent with no YOLO detections; the image does not provide clear visual information.
Proximity: Unable to visually estimate due to image distortion.
Risk: Hazard
Pilot suggested action: HOVER",
5,gpt4o_mini,person_near,hazard,4819.7,3508,95,0.000583,"Description: The image shows a person standing in a room with various objects in the background, including furniture. The person appears to be within 1 meter of the drone's flight path. 
Sensor note: Consistent; the YOLO detection indicates a wall at 0.45m, which aligns with the visual presence of the person.
Proximity: The closest object/person is approximately 0.5m away.
Risk: hazard
Pilot suggested action: HOVER",
5,gpt4o_mini,wall_close,hazard,3914.6,3508,78,0.000573,"Description: The image appears to show a plain, featureless wall with no visible obstacles or persons nearby. The lighting seems adequate, indicating a clear view of the surroundings.  
Sensor note: consistent  
Proximity: The closest object (the wall) is approximately 2.09m away, as indicated by the depth measurement.  
Risk: safe  
Pilot suggested action: ASCEND",
5,gpt4o_mini,object_table,caution,6384.5,3508,128,0.000603,"Description: The image shows a laptop on a table with a cluttered background, including shelves and other objects. The scene appears well-lit, but there are several items in the vicinity that could pose a risk if the drone were to navigate close to the table. 

Sensor note: The YOLO detection indicates a shelf at a distance of 2.53m, but the visual analysis suggests there may be additional clutter not detected by the sensors.

Proximity: The closest object appears to be the edge of the table, approximately 1 meter away from the drone's expected flight path.

Risk: caution

Pilot suggested action: HOVER",
5,gpt4o_mini,dim_light,caution,5423.8,3508,109,0.000592,"Description: The image appears dimly lit with some indistinct shapes, suggesting potential clutter or obstacles in the environment. The visibility is low, making it difficult to ascertain the exact layout of the space.

Sensor note: The YOLO detection indicates a wall at a distance of 0.42m, but the overall scene is unclear, and there may be additional objects not detected.

Proximity: The closest object appears to be within 1 meter, likely the wall detected by the sensor.

Risk: caution

Pilot suggested action: HOVER",
5,gpt4o_mini,cluttered,caution,4255.8,3508,86,0.000578,"Description: The image shows a workspace with a white surface, a stapler, and a box in the background. The area appears cluttered but does not have any immediate obstacles blocking the flight path at 1m altitude. 

Sensor note: consistent 
Proximity: The closest object appears to be the stapler, which is approximately 0.5m away. 
Risk: caution 
Pilot suggested action: HOVER",
5,gpt4o_mini,door_open,safe,4316.5,3551,84,0.000583,"Description: The image shows an indoor environment with a clear path and no visible obstacles directly in the flight path. There are tables and equipment in the background, but they do not obstruct the corridor. The lighting appears adequate for navigation.

Sensor note: consistent

Proximity: The closest object appears to be more than 2 meters away, based on visual assessment.

Risk: safe

Pilot suggested action: PITCH_FORWARD",
5,gpt4o_mini,person_far,caution,5002.5,3466,70,0.000562,"Description: The image shows an indoor environment with a person standing in the center, surrounded by furniture and equipment. The person appears to be within 1 meter of the drone's flight path. 

Sensor note: consistent 
Proximity: The closest object/person is approximately 1 meter away. 
Risk: hazard 
Pilot suggested action: HOVER",
5,gpt4o_mini,blocked_lens,hazard,4663.9,3466,72,0.000563,"Description: The image appears to be a noisy, static-like pattern with no discernible objects or features. It lacks clarity and detail, making it difficult to assess the environment accurately.  
Sensor note: consistent  
Proximity: Unable to determine proximity due to lack of visual clarity; depth estimation is unreliable.  
Risk: hazard  
Pilot suggested action: LAND",
5,gemini,person_near,hazard,1754.7,969,108,0.000105,"Description: A person is standing directly in front of the drone, occupying a significant portion of the frame. The background appears to be an indoor room with some furniture and shelves.
Sensor note: YOLO detected a 'wall' at 0.45m, which is inconsistent with the visual presence of a person directly in front of the drone. The person is the primary obstacle.
Proximity: The person is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,wall_close,hazard,2165.5,969,112,0.000106,"Description: The image shows a plain, light-colored wall directly in front of the drone, filling almost the entire frame. There is a dark line at the very top, possibly a ceiling or a seam.
Sensor note: Consistent. YOLO-World detected a wall, which aligns with the visual evidence.
Proximity: The wall appears to be very close, likely within 1 meter, despite the sensor reporting 2.09m. The image is almost entirely filled by the wall.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,object_table,caution,1664.8,972,101,0.000103,"Description: The drone is facing a laptop on a table, which is the primary obstacle in the immediate flight path. The background appears to be an indoor room with shelves or cabinets.
Sensor note: The YOLO detection of 'shelf' at 2.53m is consistent with the background, but it missed the prominent laptop in the foreground.
Proximity: The laptop is very close, visually estimated to be well within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,dim_light,caution,2159.5,969,141,0.000115,"Description: The image is extremely dark and noisy, making it very difficult to discern any clear objects or the flight path. There appears to be some indistinct shapes, possibly furniture or plants, but their exact nature and distance are impossible to determine.
Sensor note: The YOLO detection of ""wall"" at 0.42m is plausible given the general blur and potential for a close, indistinct surface, but the image quality makes independent verification impossible.
Proximity: Visually, it's impossible to determine proximity due to the severe image degradation. The sensor reports a wall at 0.42m, which would be very close.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,cluttered,caution,2489.5,969,157,0.00012,"Description: The image shows a cluttered desk or workbench area with various objects, including a large white panel, a cardboard box, and a white container. The drone's flight path at 1m altitude appears to be obstructed by these objects.
Sensor note: The YOLO detection of ""wall"" at 4.03m is inconsistent with the visual evidence, as there are clearly closer objects obstructing the immediate foreground. The ""wall"" detection might be referring to the large white panel, but its depth estimate seems too far given its apparent size and proximity.
Proximity: The closest objects, including the white container and the cardboard box, appear to be within 0.5 to 1 meter of the camera.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,door_open,safe,2280.9,1018,122,0.000113,"Description: The image shows an indoor environment with a partially open door or partition on the right, leading into what appears to be a long corridor or room with tables/benches. The lighting is adequate.
Sensor note: The YOLO detections for ""train"" and ""window"" are inconsistent with the visual content. There is no train visible, and the detected ""window"" is likely part of the door/partition structure.
Proximity: The closest object is the open door/partition on the right, visually estimated to be within 1 meter.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,person_far,caution,1956.5,918,121,0.000105,"Description: A person is standing directly in front of the drone, appearing to block the immediate flight path. The room appears to be an indoor workspace with various objects in the background.
Sensor note: YOLO detections: none. (depth_m = 1.5m, est_dist = 1.2m). The sensors did not detect the person, but the person is clearly visible in the image.
Proximity: The person is visually estimated to be within 1-1.5 meters, directly in the flight path.
Risk: hazard
Pilot suggested action: HOVER",
5,gemini,blocked_lens,hazard,1772.1,918,44,8.2e-05,"Description: The image is completely obscured by heavy visual noise, making it impossible to discern any features or objects.
Sensor note: consistent
Proximity: Indeterminable
Risk: hazard
Pilot suggested action: LAND",
