condition,model,scene_label,truth,run,yolo_type,yolo_meta,clip_label,clip_risk,clip_conf,detected_risk,risk_correct,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,word_count,latency_ms,input_tokens,output_tokens,cost_usd,reply,error
combined_enhanced,gemini,object_table,safe,3,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,safe,1,5,1,1,1,1,1,69,1617.4,927,99,9.9e-05,"Description: The image shows a laptop on a table, with a cluttered background of what appears to be shelves or furniture. The CLIP label ""cluttered room obstacles"" is consistent with the background. The flight path at ~1m altitude appears clear above the laptop.
Proximity: The laptop is close, likely within 1-2m, but below the drone's flight path. The background clutter is further away.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
combined_enhanced,claude,object_table,safe,4,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,hazard,0,4,1,1,0,1,1,91,5633.4,862,137,0.004641,"Description: A laptop is sitting on a table/desk in the foreground displaying code/IDE, with a cluttered room visible in the background containing shelving units and various objects; no people are detected. The scene is somewhat dim and the cluttered shelving background presents potential obstacles, but the immediate flight path at ~1m altitude appears partially obstructed by the laptop screen directly ahead.

Proximity: The laptop screen is close, estimated ~1-1.5m ahead at roughly drone flight altitude, making it a near-term obstacle in the forward flight corridor.

Risk: hazard

Pilot suggested action: PITCH_BACK",
combined_enhanced,gpt4o,object_table,safe,4,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,caution,0,4,1,1,0,1,1,52,2968.3,728,68,0.00466,"Description: The image shows a laptop on a table in a cluttered room. There are various objects in the background, but the immediate flight path at ~1m altitude appears clear.
Proximity: Objects are on the table and in the background, not directly in the flight path.
Risk: caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,object_table,safe,4,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,caution,0,4,1,1,0,1,1,96,4682.2,3495,124,0.000599,"Description: The image shows a laptop on a table in a cluttered room with various objects in the background. There are no visible obstacles directly in the flight path at ~1m altitude, but the scene is somewhat cluttered, which aligns with the CLIP label indicating caution. There are no YOLO detections present, which suggests a lack of identifiable obstacles, but the clutter may still pose a risk. 

Proximity: The laptop and surrounding objects appear to be at table height, with no immediate obstacles within ~1m of the drone's flight path.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gemini,object_table,safe,4,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,hazard,0,4,1,1,0,1,1,70,2284.4,927,98,9.9e-05,"Description: The image shows a laptop on a table, with a cluttered background of what appears to be shelves or furniture. The CLIP label ""cluttered room obstacles"" is consistent with the visual scene. The drone's flight path at ~1m altitude appears to be blocked by the laptop and table.
Proximity: The laptop and table are directly in front of the drone, likely within 1-2m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
combined_enhanced,claude,object_table,safe,5,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,caution,0,4,1,1,0,1,1,94,6962.0,862,137,0.004641,"Description: A laptop is open on a desk/table in what appears to be a cluttered indoor room with shelving units and various objects in the background; the scene is dim with low visibility. No YOLO detections were made, but the image shows furniture and objects at various heights throughout the space.

Proximity: The desk with the laptop appears to be roughly 1–1.5m ahead, and background clutter (shelves, equipment) fills the space beyond; the flight path at ~1m altitude appears partially obstructed by the desk edge and nearby objects.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gpt4o,object_table,safe,5,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,safe,1,5,1,1,1,1,1,56,2987.2,728,74,0.00475,"Description: The image shows a laptop on a table in a cluttered room. There are various objects in the background, but the flight path at ~1m altitude appears clear.
Proximity: The laptop and table are not at the drone's flight altitude, and the background objects do not obstruct the path.
Risk: safe
Pilot suggested action: PITCH_FORWARD",
combined_enhanced,gpt4o_mini,object_table,safe,5,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,caution,0,4,1,1,0,1,1,87,3666.5,3495,113,0.000592,"Description: The image shows a laptop on a table in a cluttered room with various objects in the background. There are no visible obstacles directly in the flight path at ~1m altitude, but the scene is somewhat cluttered, which aligns with the CLIP label indicating caution. YOLO detections report none, which does not contradict the visual assessment of the scene.

Proximity: The nearest objects appear to be at table height, with no immediate obstacles within ~1m of the drone's flight path.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,object_table,safe,5,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2068,hazard,0,4,1,1,0,1,1,70,1551.0,927,98,9.9e-05,"Description: The image shows a laptop on a table, with a cluttered background of what appears to be shelves or furniture. The CLIP label ""cluttered room obstacles"" is consistent with the visual scene. The drone's flight path at ~1m altitude appears to be blocked by the laptop and table.
Proximity: The laptop and table are directly in front of the drone, likely within 1-2m.
Risk: hazard
Pilot suggested action: PITCH_BACK",
yolo_enhanced_only,yolo_enhanced,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,1,0,0,1,0,0,0,57.1,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,1,0,0,1,0,0,0,57.68,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,1,0,0,1,0,0,0,57.68,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,1,0,0,1,0,0,0,57.09,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,1,0,0,1,0,0,0,57.29,0,0,0.0,,
llm_only,claude,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,77,5126.3,529,117,0.003342,"Description: The image is heavily noisy with a strong green tint (likely night vision or IR camera), showing what appears to be a room with a sofa/couch on the right side and some furniture or shelving in the background; overall visibility is very poor due to extreme noise/grain.
Proximity: The couch/large object on the right appears to be within approximately 1–2m, potentially encroaching on the flight corridor at drone altitude (~1m).
Risk: caution
Pilot suggested action: HOVER",
llm_only,gpt4o,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,41,2657.1,433,57,0.00302,"Description: The image is dimly lit with a grainy texture, showing a room with furniture and possible clutter at floor level.
Proximity: Objects appear to be more than 2 meters away, but visibility is poor.
Risk: Caution
Pilot suggested action: HOVER",
llm_only,gpt4o_mini,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,42,3156.8,3200,59,0.000515,"Description: The scene appears dimly lit with some clutter visible at floor level, but no clear obstacles directly in the flight path. 
Proximity: Objects seem to be within 1-2 meters, but no immediate threats are visible.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gemini,dim_light,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,62,3385.6,639,78,7.1e-05,"Description: The image is very dark and grainy, making it difficult to discern clear objects or a flight path. There appears to be some indistinct clutter or foliage on the left and a bright, possibly curved object on the right.
Proximity: Indeterminate due to poor image quality, but objects appear to be within a few meters.
Risk: caution
Pilot suggested action: HOVER",
llm_only,claude,dim_light,caution,2,,,,,0.0,hazard,0,4,1,1,0,1,1,73,4725.3,529,118,0.003357,"Description: The image is extremely noisy and shows what appears to be a dimly lit room with a large dark sofa/couch on the left and a light-colored object (possibly a chair or cushion) on the right side, with indistinct background clutter.
Proximity: The sofa on the left appears to be within 1-2m of the drone, and the light-colored object on the right also appears relatively close (~1-1.5m).
Risk: hazard
Pilot suggested action: HOVER",
llm_only,gpt4o,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,47,2659.9,433,63,0.00311,"Description: The image is dimly lit with a grainy texture, showing a room with furniture and possible clutter at floor level.
Proximity: Objects appear to be more than 2 meters away, but the dim lighting makes it difficult to assess clearly.
Risk: Caution
Pilot suggested action: HOVER",
llm_only,gpt4o_mini,dim_light,caution,2,,,,,0.0,hazard,0,4,1,1,0,1,1,44,4300.6,3200,63,0.000518,"Description: The scene appears dimly lit with some clutter visible at floor level, but the overall flight path seems to be unobstructed. 
Proximity: Objects and potential obstacles are likely within 1-2 meters, but no immediate hazards are visible.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gemini,dim_light,caution,2,,,,,0.0,caution,1,5,1,1,1,1,1,63,3008.1,639,79,7.2e-05,"Description: The image is very dark and grainy, making it difficult to discern clear objects or a flight path. There appears to be some indistinct clutter or vegetation on the left and a lighter, possibly curved object on the right.
Proximity: Indeterminate due to poor image quality, but potential obstacles appear to be within a few meters.
Risk: caution
Pilot suggested action: HOVER",
llm_only,claude,dim_light,caution,3,,,,,0.0,hazard,0,4,1,1,0,1,1,80,4784.0,529,119,0.003372,"Description: The image is extremely noisy and green-tinted (likely night vision or low-light camera artifact), showing what appears to be a couch or seating area on the left and a large light-colored object (possibly a chair or pillow) on the right side of the frame at approximately drone altitude.
Proximity: The object on the right appears to be within 1-2m and is potentially at flight-path level; the couch on the left is also close.
Risk: hazard
Pilot suggested action: HOVER",
llm_only,gpt4o,dim_light,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,47,2862.7,433,63,0.00311,"Description: The image is dimly lit with a grainy texture, showing a room with furniture and possible clutter at floor level.
Proximity: Objects appear to be more than 2 meters away, but the dim lighting makes it difficult to assess clearly.
Risk: Caution
Pilot suggested action: HOVER",
llm_only,gpt4o_mini,dim_light,caution,3,,,,,0.0,hazard,0,4,1,1,0,1,1,44,3378.3,3200,63,0.000518,"Description: The scene appears dimly lit with some clutter visible at floor level, but the overall flight path seems to be unobstructed. 
Proximity: Objects and potential obstacles are likely within 1-2 meters, but no immediate hazards are visible.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gemini,dim_light,caution,3,,,,,0.0,caution,1,5,1,1,1,1,1,63,3589.7,639,79,7.2e-05,"Description: The image is very dark and grainy, making it difficult to discern clear objects or a flight path. There appears to be some indistinct clutter or vegetation on the left and a lighter, possibly curved object on the right.
Proximity: Indeterminate due to poor image quality, but potential obstacles appear to be within a few meters.
Risk: caution
Pilot suggested action: HOVER",
llm_only,claude,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,75,5017.3,529,117,0.003342,"Description: The image shows a very noisy, green-tinted night-vision or low-light feed of what appears to be a room with furniture — a couch or chair on the right side and some objects in the background, but visibility is severely degraded by heavy image noise.
Proximity: There appears to be a large piece of furniture (chair/couch) on the right side at approximately 1–1.5m, potentially encroaching on the flight corridor.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gpt4o,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,47,2864.4,433,62,0.003095,"Description: The image is dimly lit with a grainy texture, showing a room with furniture and possible clutter at floor level.
Proximity: Objects appear to be more than 2 meters away, but the dim lighting makes it difficult to assess clearly.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gpt4o_mini,dim_light,caution,4,,,,,0.0,hazard,0,4,1,1,0,1,1,44,4402.2,3200,63,0.000518,"Description: The scene appears dimly lit with some clutter visible at floor level, but the overall flight path seems to be unobstructed. 
Proximity: Objects and potential obstacles are likely within 1-2 meters, but no immediate hazards are visible.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gemini,dim_light,caution,4,,,,,0.0,caution,1,5,1,1,1,1,1,62,1643.5,639,78,7.1e-05,"Description: The image is very dark and grainy, making it difficult to discern clear objects or a flight path. There appears to be some indistinct clutter or foliage on the left and a bright, possibly curved object on the right.
Proximity: Indeterminate due to poor image quality, but objects appear to be within a few meters.
Risk: caution
Pilot suggested action: HOVER",
llm_only,claude,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,86,4607.8,529,126,0.003477,"Description: The image is heavily distorted with significant noise/grain and a green color cast, showing what appears to be a dimly lit room with furniture (possibly a couch or chair on the right) and some clutter in the background, making it very difficult to assess the flight path clearly.
Proximity: There appears to be a large object (chair/couch) on the right side at approximately 1-1.5m distance, and background clutter is visible but harder to judge due to severe image degradation.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gpt4o,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,41,3375.3,433,57,0.00302,"Description: The image is dimly lit with a grainy texture, showing a room with furniture and possible clutter at floor level.
Proximity: Objects appear to be more than 2 meters away, but visibility is poor.
Risk: Caution
Pilot suggested action: HOVER",
llm_only,gpt4o_mini,dim_light,caution,5,,,,,0.0,hazard,0,4,1,1,0,1,1,44,3176.2,3200,63,0.000518,"Description: The scene appears dimly lit with some clutter visible at floor level, but the overall flight path seems to be unobstructed. 
Proximity: Objects and potential obstacles are likely within 1-2 meters, but no immediate hazards are visible.
Risk: caution
Pilot suggested action: HOVER",
llm_only,gemini,dim_light,caution,5,,,,,0.0,caution,1,5,1,1,1,1,1,62,1791.7,639,78,7.1e-05,"Description: The image is very dark and grainy, making it difficult to discern clear objects or a flight path. There appears to be some indistinct clutter or foliage on the left and a bright, possibly curved object on the right.
Proximity: Indeterminate due to poor image quality, but objects appear to be within a few meters.
Risk: caution
Pilot suggested action: HOVER",
combined_enhanced,claude,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,115,6359.0,900,180,0.0054,"Description: The image is heavily noise-corrupted with a strong green tint, showing what appears to be a cluttered indoor room with furniture (possibly a couch/chair on the right and shelving/objects in the background); visibility is severely degraded by image noise. The YOLO wall detection spanning nearly the full frame with an implausible 0.3m estimate is likely a heuristic artifact, and CLIP's low-confidence ""cluttered room"" label reflects the poor image quality.

Proximity: Visually, furniture appears to be present at roughly 1-2m range on the right side, but the heavy noise makes precise depth assessment unreliable; the scene is too degraded to confidently confirm a clear flight corridor at ~1m altitude.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gpt4o,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,53,3012.1,768,73,0.004935,"Description: The image is dim and grainy, showing a cluttered room with various objects. The scene is not fully dark, but visibility is limited. There is no clear obstacle directly in the flight path at ~1m altitude.
Proximity: Objects appear to be more than 2 meters away.
Risk: Caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,80,3891.4,3535,106,0.000594,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the estimated distance seems inconsistent with the visual evidence, as the wall appears to be further away than 0.3m. 

Proximity: The wall and other objects seem to be more than 1m away, but the overall clutter suggests caution is warranted.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,dim_light,caution,1,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,hazard,0,4,1,1,0,1,1,96,4100.2,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
combined_enhanced,claude,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,,0,0,0,0,0,0,0,0,60883.4,0,0,0.0,,The read operation timed out
combined_enhanced,gpt4o,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,48,3933.3,768,66,0.00483,"Description: The image is dim and grainy, showing a cluttered room with various objects. The scene is not fully dark, but visibility is limited.
Proximity: Objects appear to be at floor level and not directly in the flight path at ~1m altitude.
Risk: Caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,80,3664.6,3535,106,0.000594,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the estimated distance seems inconsistent with the visual evidence, as the wall appears to be further away than 0.3m. 

Proximity: The wall and other objects seem to be more than 1m away, but the overall clutter suggests caution is warranted.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,dim_light,caution,2,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,hazard,0,4,1,1,0,1,1,96,2482.7,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
combined_enhanced,claude,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,142,7577.6,900,214,0.00591,"Description: The image is heavily noisy with a strong green color cast (likely night-vision or low-light camera artifact), showing what appears to be a cluttered indoor room with furniture (sofa/couch on the left, a large light-colored object on the right — possibly a chair or cushion), and various items in the background. The YOLO ""wall"" detection spanning nearly the full frame with an advisory 0.3m estimate likely reflects the cluttered scene filling the frame rather than a literal wall at 0.3m; visually, objects appear to be at varying distances of 1–3m.

Proximity: The large light-colored object on the right appears to be within ~1–1.5m and partially in the flight corridor at drone altitude; the couch/sofa on the left is also close. The scene is crowded at flight altitude with poor visibility due to heavy noise/low light.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gpt4o,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,48,2968.4,768,66,0.00483,"Description: The image is dim and grainy, showing a cluttered room with various objects. The scene is not fully dark, but visibility is limited.
Proximity: Objects appear to be at floor level and not directly in the flight path at ~1m altitude.
Risk: Caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,80,4246.6,3535,106,0.000594,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the estimated distance seems inconsistent with the visual evidence, as the wall appears to be further away than 0.3m. 

Proximity: The wall and other objects seem to be more than 1m away, but the overall clutter suggests caution is warranted.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,dim_light,caution,3,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,hazard,0,4,1,1,0,1,1,96,2616.3,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
combined_enhanced,claude,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,121,8090.8,900,186,0.00549,"Description: The image is heavily noisy and shows what appears to be a cluttered indoor room with furniture (likely a couch or chair on the right, shelving/cabinets in the background), rendered in a green-tinted, low-quality feed that makes the scene difficult to interpret clearly. The YOLO ""wall"" detection spanning nearly the entire frame with a reported 0.3m distance is almost certainly a false/unreliable detection given the noisy image quality, and the CLIP label confirms low confidence with ""cluttered room obstacles.""

Proximity: Visually, objects (furniture) appear to be at roughly 1–3m range, but the extreme image noise and green distortion make confident depth assessment impossible. The flight path at ~1m altitude cannot be confirmed as clear.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gpt4o,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,48,2966.2,768,66,0.00483,"Description: The image is dim and grainy, showing a cluttered room with various objects. The scene is not fully dark, but visibility is limited.
Proximity: Objects appear to be at floor level and not directly in the flight path at ~1m altitude.
Risk: Caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,80,3790.7,3535,106,0.000594,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the estimated distance seems inconsistent with the visual evidence, as the wall appears to be further away than 0.3m. 

Proximity: The wall and other objects seem to be more than 1m away, but the overall clutter suggests caution is warranted.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,dim_light,caution,4,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,hazard,0,4,1,1,0,1,1,96,1948.0,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
combined_enhanced,claude,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,100,5836.5,900,154,0.00501,"Description: The image is extremely noisy and dim with a strong green tint, showing what appears to be a cluttered indoor room with furniture (likely a sofa/chair on the right and shelving/objects in the background); visibility is very poor due to heavy image noise. The YOLO-reported wall distance of ~0.3m is likely a heuristic artifact, as the wall/background appears to be several meters away visually.

Proximity: Furniture appears to be roughly 1-2m ahead, but the severe image degradation makes precise assessment difficult; no obstacle is definitively confirmed as immediately blocking the ~1m flight corridor.

Risk: caution

Pilot suggested action: HOVER",
combined_enhanced,gpt4o,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,48,2967.6,768,66,0.00483,"Description: The image is dim and grainy, showing a cluttered room with various objects. The scene is not fully dark, but visibility is limited.
Proximity: Objects appear to be at floor level and not directly in the flight path at ~1m altitude.
Risk: Caution
Pilot suggested action: HOVER",
combined_enhanced,gpt4o_mini,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,caution,1,5,1,1,1,1,1,80,3890.3,3535,106,0.000594,"Description: The image appears to show a cluttered indoor space with various objects, but it is dimly lit, making it difficult to assess the exact layout. The YOLO detection indicates a wall nearby, but the estimated distance seems inconsistent with the visual evidence, as the wall appears to be further away than 0.3m. 

Proximity: The wall and other objects seem to be more than 1m away, but the overall clutter suggests caution is warranted.

Risk: caution  
Pilot suggested action: HOVER",
combined_enhanced,gemini,dim_light,caution,5,yolo-world,"YOLO detections: wall (conf=0.32, est_dist~0.3m [advisory], bbox=[0.6,0.2,319.7,239.9])",uncertain (cluttered room obstacles),unknown,0.2027,hazard,0,4,1,1,0,1,1,96,2464.2,973,130,0.000112,"Description: The image is very dark and grainy, making it difficult to discern details. There appears to be a large, light-colored object on the right, possibly a wall or a large plant, and other indistinct shapes in the background. YOLO detects a ""wall"" very close, which is consistent with the large object on the right. CLIP suggests a ""cluttered room obstacles"" which aligns with the general lack of clarity and potential objects.
Proximity: Very close, likely within 0.5m, based on the large object dominating the right side of the frame.
Risk: hazard
Pilot suggested action: PITCH_BACK",
yolo_enhanced_only,yolo_enhanced,cluttered,caution,1,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2044,caution,1,1,0,0,1,0,0,0,57.17,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,cluttered,caution,2,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2044,caution,1,1,0,0,1,0,0,0,56.71,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,cluttered,caution,3,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2044,caution,1,1,0,0,1,0,0,0,56.45,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,cluttered,caution,4,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2044,caution,1,1,0,0,1,0,0,0,56.39,0,0,0.0,,
yolo_enhanced_only,yolo_enhanced,cluttered,caution,5,yolo-world,YOLO detections: none,cluttered room obstacles,caution,0.2044,caution,1,1,0,0,1,0,0,0,56.58,0,0,0.0,,
llm_only,claude,cluttered,caution,1,,,,,0.0,hazard,0,4,1,1,0,1,1,57,4103.0,529,92,0.002967,"Description: The image shows an indoor industrial or warehouse-like environment with what appears to be a conveyor belt or ramp structure directly ahead, along with boxes and equipment at roughly drone altitude.
Proximity: The conveyor/ramp structure appears to be within approximately 1-2m, potentially directly in the flight path at ~1m altitude.
Risk: hazard
Pilot suggested action: PITCH_BACK",
llm_only,gpt4o,cluttered,caution,1,,,,,0.0,caution,1,5,1,1,1,1,1,45,2641.7,433,62,0.003095,"Description: The image shows a cluttered indoor environment with various objects, including a box and a white container, on a surface. There is a window or glass panel in the background.
Proximity: Objects appear to be within 1-2 meters.
Risk: caution
Pilot suggested action: HOVER",
