orchestrator,run,scene_label,truth,tool_called,mp_risk,pipeline_ms,quality_score,s1_scene,s2_proximity,s3_risk,s4_length,s5_pilot_action,detected_risk,detected_action,word_count,truncated,efficiency,risk,pilot_action,confidence,description,sensor_note,proximity,all_turns_text,final_text,loop_cost_usd,total_cost_usd,wall_s,error
gpt4o,2,blocked_lens,hazard,1,hazard,231.9,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,56,1,204.33,EMERGENCY,INVESTIGATE_CLOSER,0.3,"The image appears to be static noise, with no discernible features or objects visible.","MediaPipe indicates a person detected with a hazard risk, but YOLO shows no detections. This is inconsistent with the visual image.",Unable to estimate due to lack of visible features.,"Description: The image appears to be static noise, with no discernible features or objects visible.
Sensor note: MediaPipe indicates a person detected with a hazard risk, but YOLO shows no detections. This is inconsistent with the visual image.
Proximity: Unable to estimate due to lack of visible features.
Risk: EMERGENCY
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.3","Description: The image appears to be static noise, with no discernible features or objects visible.
Sensor note: MediaPipe indicates a person detected with a hazard risk, but YOLO shows no detections. This is inconsistent with the visual image.
Proximity: Unable to estimate due to lack of visible features.
Risk: EMERGENCY
Pilot suggested action: INVESTIGATE_CLOSER
Confidence: 0.3",0.02447,0.02447,6.35,
gpt4o,3,blocked_lens,hazard,1,hazard,281.6,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,65,1,202.59,EMERGENCY,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a person detected with a risk labeled as ""hazard,"" but this is inconsistent with the image, which shows no identifiable features.

**Proximity:** Unable to estimate due to lack of visible objects or persons in the image.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.3","**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a person detected with a risk labeled as ""hazard,"" but this is inconsistent with the image, which shows no identifiable features.

**Proximity:** Unable to estimate due to lack of visible objects or persons in the image.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.3",0.02468,0.02468,5.57,
gpt4o,4,blocked_lens,hazard,1,hazard,241.3,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,52,1,204.33,EMERGENCY,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a hazard risk, but no specific objects or persons are detected by YOLO.

**Proximity:** No objects or persons detected; proximity cannot be determined.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.5","**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a hazard risk, but no specific objects or persons are detected by YOLO.

**Proximity:** No objects or persons detected; proximity cannot be determined.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.5",0.02447,0.02447,5.28,
gpt4o,5,blocked_lens,hazard,1,hazard,263.8,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,52,1,204.33,EMERGENCY,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a hazard risk, but no specific objects or persons are detected by YOLO.

**Proximity:** No objects or persons detected; proximity cannot be determined.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.5","**Description:** The image appears to be static noise, with no discernible features or objects visible.

**Sensor note:** The sensor data indicates a hazard risk, but no specific objects or persons are detected by YOLO.

**Proximity:** No objects or persons detected; proximity cannot be determined.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER

**Confidence:** 0.5",0.02447,0.02447,5.38,
gpt4o_mini,1,person_near,hazard,1,hazard,254.7,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,56,1,3154.57,EMERGENCY,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The MediaPipe detection indicates a person with a confidence of 0.455 and an estimated distance of 0.24 meters, suggesting a potential hazard.

**Proximity:** Closest person detected at approximately 0.24 meters.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER","**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The MediaPipe detection indicates a person with a confidence of 0.455 and an estimated distance of 0.24 meters, suggesting a potential hazard.

**Proximity:** Closest person detected at approximately 0.24 meters.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER",0.001585,0.001585,4.7,
gpt4o_mini,2,person_near,hazard,1,hazard,251.2,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,51,1,3166.56,unknown,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, consistent with the MediaPipe detection, which indicates a risk of hazard.

**Proximity:** The closest person is approximately 0.24 meters away.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER","**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, consistent with the MediaPipe detection, which indicates a risk of hazard.

**Proximity:** The closest person is approximately 0.24 meters away.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER",0.001579,0.001579,4.21,
gpt4o_mini,3,person_near,hazard,1,hazard,271.3,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,57,1,3156.57,unknown,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, and the MediaPipe detection confirms this with a confidence of 0.455, indicating a potential hazard.

**Proximity:** The estimated distance to the person is approximately 0.24 meters.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER","**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, and the MediaPipe detection confirms this with a confidence of 0.455, indicating a potential hazard.

**Proximity:** The estimated distance to the person is approximately 0.24 meters.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER",0.001584,0.001584,4.25,
gpt4o_mini,4,person_near,hazard,1,hazard,265.6,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,52,1,3168.57,EMERGENCY,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** The camera image shows a person standing with their arms raised in a room with various objects around. 

**Sensor note:** There is a discrepancy between the image and the MediaPipe detection, which indicates a hazard risk.

**Proximity:** The closest person is approximately 0.24 meters away.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER","**Description:** The camera image shows a person standing with their arms raised in a room with various objects around. 

**Sensor note:** There is a discrepancy between the image and the MediaPipe detection, which indicates a hazard risk.

**Proximity:** The closest person is approximately 0.24 meters away.

**Risk:** EMERGENCY

**Pilot suggested action:** INVESTIGATE_CLOSER",0.001578,0.001578,5.35,
gpt4o_mini,5,person_near,hazard,1,hazard,258.5,5,1,1,1,1,1,EMERGENCY,INVESTIGATE_CLOSER,57,1,3156.57,unknown,INVESTIGATE_CLOSER,-1.0,,,,"**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, and the MediaPipe detection confirms this with a confidence of 0.455, indicating a potential hazard.

**Proximity:** The estimated distance to the person is approximately 0.24 meters.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER","**Description:** A person is standing in the room, appearing to be in a relaxed posture with arms raised. 

**Sensor note:** The image shows a person, and the MediaPipe detection confirms this with a confidence of 0.455, indicating a potential hazard.

**Proximity:** The estimated distance to the person is approximately 0.24 meters.

**Risk:** HAZARD

**Pilot suggested action:** INVESTIGATE_CLOSER",0.001584,0.001584,7.27,
gpt4o_mini,1,wall_close,hazard,1,hazard,250.5,5,1,1,1,1,1,EMERGENCY,HOVER_MONITOR,63,1,3150.6,unknown,HOVER_MONITOR,-1.0,The camera image shows a blank wall with no visible persons or objects in the immediate vicinity.,"There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.","The closest object detected is the wall, approximately 2.09 meters away.","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR",0.001587,0.001587,4.07,
gpt4o_mini,2,wall_close,hazard,1,hazard,292.5,5,1,1,1,1,1,EMERGENCY,HOVER_MONITOR,63,1,3150.6,unknown,HOVER_MONITOR,-1.0,The camera image shows a blank wall with no visible persons or objects in the immediate vicinity.,"There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.","The closest object detected is the wall, approximately 2.09 meters away.","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR",0.001587,0.001587,4.21,
gpt4o_mini,3,wall_close,hazard,1,hazard,275.1,5,1,1,1,1,1,EMERGENCY,HOVER_MONITOR,63,1,3150.6,unknown,HOVER_MONITOR,-1.0,The camera image shows a blank wall with no visible persons or objects in the immediate vicinity.,"There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.","The closest object detected is the wall, approximately 2.09 meters away.","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR","Description: The camera image shows a blank wall with no visible persons or objects in the immediate vicinity. 

Sensor note: There is a discrepancy between the image and the sensor data; while the image shows no persons, the MediaPipe detection indicates a risk of hazard.

Proximity: The closest object detected is the wall, approximately 2.09 meters away.

Risk: HAZARD

Pilot suggested action: HOVER_MONITOR",0.001587,0.001587,4.51,
